"","CB62_E8","CB62_L4i","E32C1_E8","E32C1_L4i","E32C4_E8","E32C4_L4i","E32C6_E8","E32C6_L4i","E5C3_E8","E5C3_L4i","H9_E8","H9_L4i","RUES01_E8","RUES01_L4i","RUES02_E8","RUES02_L4i"
"TMEM44",1568,737,3715,2202,3835,1650,999,1571,698,738,3394,917,1113,967,4261,3518
"ECE2",15,0,23,0,5,4,10,1,0,0,6,2,12,2,60,0
"PCBP4",2051,1164,7351,4597,8467,3885,1739,2706,1705,3287,5667,1964,2770,1557,6496,7305
"ECT2",14342,9908,22785,19322,30024,20120,8998,11836,7140,7838,22066,7321,7027,9979,48551,24458
"XRN1",1931,779,3444,2025,4265,1660,1131,1356,1251,853,4334,1140,1057,790,6931,2946
"POPDC2",20,18,32,36,47,39,20,34,3,44,53,14,15,24,58,77
"COX17",3388,1527,4574,3245,7015,3736,1692,2599,1548,1332,4564,1204,2205,1690,7901,4125
"CACNA2D2",7437,3986,13210,8640,18895,9023,3555,6634,7154,3035,14988,5933,5285,3767,32526,16151
"ARIH2",18197,9675,23707,20582,31705,22313,9910,16500,7088,8909,24355,8388,7049,11844,51758,30346
"ANAPC13",2661,1883,5026,3156,6640,5257,1760,2689,1233,2269,5216,977,2065,1674,6169,4725
"AMOTL2",9289,4148,14171,6168,18583,14694,5090,4881,3318,11592,18718,1917,4340,7199,20894,11291
"SLC41A3",5036,1659,6987,4303,10113,4298,2276,3217,1859,1804,8238,2124,3167,2196,12525,6454
"TMEM108",1855,577,2470,1844,3587,1781,940,1616,1098,422,2583,773,1203,1084,5013,2462
"SLC12A8",933,523,2025,1191,2707,2412,969,1023,449,535,1798,439,670,963,2356,1984
"OPA1",16192,10353,25037,23614,33031,24896,9342,17584,7552,8368,26893,9262,7290,11200,48255,28094
"GPR156",321,47,809,135,898,142,170,95,88,107,729,65,265,76,859,220
"KCNAB1",337,70,703,199,1348,282,378,101,288,139,393,54,194,72,650,146
"CGGBP1",8371,5098,21268,13983,27822,13106,6736,9337,5197,6350,18289,5578,6109,6314,29644,18991
"LOC128031834",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ZNF654",982,857,1765,2238,2351,1497,659,1565,597,809,1675,932,615,634,4104,2905
"RNU6ATAC6P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SCN5A",2072,891,4549,2672,5227,2575,1245,2117,1128,765,3771,1330,1132,1342,6311,3956
"TP63",3,4,2,31,14,22,10,6,0,80,10,2,0,6,6,67
"MASP1",462,66,843,373,821,280,121,173,305,109,676,111,273,84,1418,514
"RNU6-678P",0,0,0,0,0,1,0,1,0,0,0,0,0,1,2,2
"RNA5SP140",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TF",15,268,86,771,108,773,29,520,4,247,27,295,8,95,119,2066
"SLCO2A1",312,94,588,275,568,186,83,56,184,168,670,63,196,75,674,746
"H3P13",2,0,2,2,3,0,2,2,0,0,2,1,0,0,0,2
"ENSG00000243799",0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,1
"PEX5L-AS2",0,0,0,0,4,0,2,0,0,0,3,0,0,0,1,0
"ENSG00000287645",0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0
"UQCRHP4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MDFIC2",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000287669",2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0
"CPB1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AGTR1",6,2,2,16,12,24,6,10,10,4,26,0,2,0,10,16
"FLNB-AS1",15,5,26,26,35,20,21,26,16,10,35,13,6,16,74,54
"ENSG00000283148",2,2,2,2,13,0,4,6,6,0,0,0,4,2,5,6
"ENSG00000283511",14,0,12,2,12,0,1,0,8,2,20,2,17,1,48,10
"DNASE1L3",0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
"ABHD6",1184,454,2149,1134,2465,651,392,642,672,483,1898,594,664,350,2159,1421
"RPP14",653,308,974,733,1270,963,383,642,330,527,1069,340,339,416,2024,1339
"ENSG00000273493",0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0
"PXK",987,438,1228,838,1668,647,448,713,635,606,1446,375,400,322,2238,981
"WDR53P1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PDHB",13433,8180,21883,16075,29258,18349,7464,13504,6502,6749,19989,6864,8559,7336,30030,19584
"ENSG00000272182",1,0,2,0,2,0,0,0,0,4,0,0,0,0,7,0
"PEX5L",297,35,251,106,423,143,195,81,32,15,448,37,105,52,743,104
"RNA5SP149",0,0,0,0,2,0,0,2,1,0,0,0,0,1,1,2
"ENSG00000282327",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GAPDHP36",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RALBP1P1",2,2,4,0,8,2,0,0,0,0,0,0,0,4,2,2
"NDUFB5",3256,2413,5442,5999,8517,5973,2156,4327,1613,2112,4966,2123,2449,2432,7897,7604
"ENSG00000288698",7,5,4,3,3,3,2,1,1,6,8,5,0,6,14,3
"USP13",3855,1962,6815,4039,8970,4451,2096,3075,1640,1667,6664,1390,2492,2425,9926,5545
"MME",3184,1975,3272,5927,5323,8228,1309,6689,1041,1927,2689,2051,1379,8791,5797,9394
"HTD2",0,0,7,3,7,1,8,0,1,3,8,1,1,2,9,6
"ENSG00000234548",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC02052",1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0
"ENSG00000226859",2,0,0,8,0,2,0,0,0,0,0,2,0,0,0,5
"CRYGS",37,13,74,29,76,53,33,60,4,36,124,23,37,9,246,132
"TBCCD1",1040,594,2171,1645,2949,1915,1035,1354,528,845,2131,546,677,878,3468,2566
"ENSG00000283149",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000283390",126,78,242,171,380,216,78,121,60,80,218,59,88,92,318,323
"AHSG",14,22,46,30,49,113,12,18,9,23,18,2,14,25,48,36
"ENSG00000275696",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FETUB",4,0,0,3,7,2,0,0,0,2,8,0,0,7,6,4
"HRG",0,0,1,0,2,0,0,0,5,0,0,0,0,0,5,5
"HRGP1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HRGP2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DNAJC19P4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000237990",0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0
"IL5RA",2,0,0,0,0,1,0,0,2,0,2,0,0,4,5,4
"ENSG00000253049",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RHOA",31263,25360,52943,54606,77417,56628,19272,42920,14138,20897,48438,19903,20316,23684,85052,64236
"ACAD9",4025,2502,6751,4796,7876,5480,2542,3287,1471,2760,5857,1386,2019,2755,10951,7395
"JMJD4P1",2,0,0,1,0,2,2,2,0,0,0,0,3,0,0,4
"GP9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"RAB43",643,261,845,462,1263,438,340,376,388,197,820,143,200,237,1581,541
"ISY1-RAB43",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000273174",41,9,27,14,61,8,12,8,21,10,57,3,11,9,114,36
"ISY1",1148,638,1811,1027,2533,1469,615,916,463,574,1795,407,737,637,2750,1420
"ENSG00000273437",9,1,16,6,9,7,3,5,4,0,13,0,18,9,42,7
"ENSG00000230530",99,22,296,98,224,102,94,71,42,27,164,40,139,65,495,142
"ENSG00000279017",0,2,0,0,1,3,0,0,0,0,2,7,0,2,1,0
"ENSG00000285788",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000236930",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"CXCR6",8,22,22,27,10,62,2,36,0,23,16,2,7,28,28,27
"ENSG00000226933",0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,2
"RNU6-488P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PROS1",785,301,1790,860,3674,883,712,431,897,847,1206,379,258,178,689,1549
"ENSG00000201339",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU6-511P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000239614",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"STX19",5,0,5,8,7,0,0,2,0,3,10,0,1,0,13,6
"DHFR2",267,384,868,858,1254,918,303,578,176,355,899,364,236,519,734,1210
"NSUN3",870,514,1594,1216,2201,1453,527,939,467,648,1577,526,510,593,2219,1903
"RBBP4P2",6,15,8,7,21,7,5,8,8,2,11,5,6,7,18,26
"ARL13B",1101,676,2353,1239,3410,1483,914,845,529,689,1911,429,507,519,2714,1973
"ENSG00000235787",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VIPR1",596,214,1278,395,1508,610,442,315,268,196,938,153,442,418,2551,722
"ENSG00000232354",8,2,36,16,40,15,5,5,7,9,30,4,2,8,78,12
"SEC22C",3836,2032,6263,4638,9048,5922,2749,3717,2033,2062,6581,1862,2207,2454,12288,6709
"SS18L2",2539,2925,4872,6687,8542,8810,2596,6393,1437,2321,4512,1991,2153,2907,7537,7640
"LOC124906232",2,0,2,0,6,0,0,0,0,2,6,2,0,0,1,3
"RN7SL567P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KLHL40",0,0,4,6,0,6,0,0,2,4,0,2,0,0,0,10
"HHATL",8,0,9,0,20,0,7,4,3,3,15,5,2,1,37,8
"ENSG00000285539",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HHATL-AS1",5,0,3,0,3,4,3,2,0,0,1,2,0,0,9,8
"CCDC13",2,0,2,4,6,7,0,1,1,14,6,4,2,0,5,15
"ENSG00000280571",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,3
"ENSG00000287417",0,0,0,2,0,6,0,2,0,0,0,4,2,2,2,0
"CCDC13-AS1",2,0,7,0,0,0,0,3,2,3,6,3,0,0,17,1
"HIGD1A",3400,4419,6518,7558,9272,9755,2788,6225,1609,3910,5040,1809,2090,3109,8704,9432
"ENSG00000235288",0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1
"ACKR2",6,4,4,10,11,8,4,4,8,15,9,5,0,0,8,13
"CYP8B1",0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,2
"ENSG00000236459",4,0,1,0,0,0,0,0,0,0,2,0,0,0,6,3
"ZBTB47",761,205,1848,201,2236,488,469,199,353,381,1787,129,526,199,2360,717
"IQCF1",4,2,4,7,3,0,0,4,0,1,5,6,4,2,1,0
"ENSG00000224792",0,0,0,0,0,0,0,0,0,0,2,0,2,0,4,0
"IQCF2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RN7SL504P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IQCF5-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IQCF5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PARP3",136,92,216,280,345,407,113,277,89,119,341,106,118,168,574,499
"MIR885",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01988",8,1,21,20,18,2,4,14,8,8,12,4,5,0,27,20
"ZNF852",292,143,708,408,831,433,288,434,317,181,934,217,341,221,1446,795
"ENSG00000214825",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000277509",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ZKSCAN7",654,475,1290,804,1695,1070,514,752,256,453,1247,397,453,756,2799,2167
"ZNF660",740,536,2335,944,3090,1569,1004,840,480,956,2058,327,702,682,3111,1966
"ZNF197",2777,1057,4700,3176,6596,3930,1737,2325,1282,1854,5777,1458,1561,1700,8566,5041
"ZNF197-AS1",22,9,25,37,79,35,21,21,3,11,37,8,4,19,46,55
"ZNF35",1046,1172,2057,1652,3030,2790,1090,1303,653,885,2021,558,686,953,3080,3009
"ENSG00000272077",200,70,332,207,400,303,133,222,108,175,519,74,200,128,727,317
"SOCS5P3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SCN10A",0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4
"CAPN7",3058,1375,4805,2503,6739,3290,1530,2131,1426,1738,6164,1165,1534,1258,8191,3788
"SH3BP5-AS1",46,12,123,41,82,89,58,99,20,71,219,20,28,39,428,256
"SH3BP5",665,304,1175,647,1610,762,287,475,400,443,1188,287,417,323,2257,1313
"RNU6-454P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000226427",1,0,4,2,2,4,0,3,0,1,3,2,0,4,1,3
"METTL6",1397,1447,2614,2335,3317,3327,1097,1685,606,1477,2560,805,952,1424,3815,3706
"EAF1",2893,2485,6188,5478,8089,7401,2549,4066,1781,2466,5645,2305,1834,2510,9378,8093
"RNU6-1024P",0,0,0,1,0,4,0,0,0,0,2,0,1,3,0,3
"ENSG00000249786",0,0,2,2,1,11,0,0,1,0,10,0,2,0,10,1
"COLQ",137,5,214,77,170,31,58,100,66,41,223,42,109,27,672,182
"MIR4270",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000288077",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RN7SL110P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HACL1",3831,3691,8393,7143,14980,11291,4346,6827,2471,2758,6595,2647,3431,4112,11393,10913
"MIR3134",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"ENSG00000279465",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RN7SL4P",2,0,4,6,4,8,2,4,3,0,5,4,0,0,8,8
"SEMA3B",728,598,1179,627,1641,934,483,941,433,423,1518,515,571,1035,2744,1269
"MIR6872",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LSMEM2",28,13,63,43,99,31,25,54,15,6,48,26,47,2,139,73
"HYAL3",240,203,470,382,937,871,352,565,66,262,323,80,191,394,775,955
"NAA80",1228,234,1357,886,2116,736,450,969,453,310,1817,489,620,444,3743,995
"ENSG00000237653",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000232353",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000287178",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"RN7SKP222",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FGF12-AS1",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"FGF12-AS2",23,17,79,62,96,71,41,56,25,26,35,19,25,31,62,79
"FGF12-AS3",4,7,26,3,26,14,2,6,4,3,9,4,9,9,8,9
"LOC124906347",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNU1-20P",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"DNAJB11",4265,4716,6945,6907,10043,10842,3508,5725,2222,5056,6434,2448,2405,5050,10424,10447
"TSEN2",1847,890,2286,1053,3757,2230,1332,1166,745,1356,2699,412,992,955,4222,2689
"ENSG00000288679",2,0,8,0,2,2,0,0,6,0,0,0,0,8,8,0
"PLXNB1",13824,5185,29985,15207,36430,23494,12445,14274,7145,10506,28531,5863,7467,10261,52714,28946
"CCDC51",2704,3103,4771,6822,6791,7545,1693,5369,1196,2496,4099,2382,2080,3442,7621,9135
"TMA7",3411,4138,5835,8201,8996,10299,2739,7177,1686,3669,5926,2349,2749,3385,8408,9605
"ENSG00000244380",0,0,3,0,7,0,0,0,0,0,0,0,0,0,2,6
"TREX1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PFKFB4",667,1690,2702,8623,3984,3440,1419,7276,827,1982,2166,4365,944,2012,6400,11334
"MIR6823",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"UCN2",2,13,6,7,3,25,3,17,0,27,14,6,2,6,16,37
"MIR711",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"UQCRC1",32667,24269,60857,58351,81503,67201,20824,44043,15100,22908,47061,18374,22331,28810,90279,72293
"TMEM89",14,0,0,0,1,4,2,1,3,2,3,1,0,0,6,1
"SLC26A6",4274,2042,6789,5745,9331,6869,3215,6497,2386,2339,9218,2719,2719,2752,17083,7809
"MIR6824",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CELSR3",8155,3088,18143,9902,23989,10120,5214,8218,4698,4404,17819,4711,4702,6694,27029,17683
"MIR4793",0,0,3,0,0,1,0,2,1,0,3,1,0,0,3,0
"NCKIPSD",4487,3753,9081,9284,12690,11708,4022,9211,2867,4053,8292,4105,3166,4622,17546,13668
"LINC02585",9,26,31,28,26,43,6,22,4,22,26,13,5,23,33,36
"ENSG00000271973",8,7,9,9,6,14,0,20,1,11,19,1,8,5,22,9
"IP6K2",9071,5741,15544,14029,25027,19914,7213,13531,4658,6440,16490,5706,7922,7197,29933,21494
"COL7A1",952,1147,1444,2541,1350,2012,397,4001,673,1549,3141,2281,651,1450,6710,6283
"MKRN2",1942,834,3596,2553,4224,2457,1081,1744,860,1064,3215,954,1083,1179,5487,3501
"ZMAT3",3908,1497,2934,3524,5507,2262,776,3274,1386,1572,5101,1966,1001,1228,10548,6528
"ENSG00000200616",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PIK3CA-DT",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"PIK3CA",2010,839,3355,2106,4389,1933,1109,1291,1008,1014,3504,927,937,1066,5295,3056
"ARPC4",8627,9343,15802,16393,23208,21796,6932,13211,4291,7973,13587,4889,6147,9500,23968,22232
"PIGX",2070,1056,2587,1549,4076,1641,987,912,974,1206,3150,854,899,779,4009,2062
"TXNRD3",1435,250,2008,264,2795,192,390,80,616,244,2624,348,650,131,3301,610
"HTR1F",28,0,345,8,481,23,88,4,20,2,45,2,39,3,161,7
"ABHD14B",802,236,1292,1235,1196,674,333,773,478,248,1395,492,575,474,2757,1130
"TLR9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RFC4",8011,4418,15749,11182,19955,13240,5191,8587,3950,4552,12957,4067,5570,5614,23683,16381
"C3orf80",152,70,169,136,300,130,45,96,42,61,184,70,65,97,186,189
"OR5K1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"STAC",1253,1263,1569,1207,2488,2230,744,1575,334,707,1572,470,866,2045,3136,2625
"TMEM207",0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
"PLSCR5",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1
"NR1I2",332,94,920,271,1218,512,1,164,49,49,12,79,242,233,1027,771
"KNG1",2,6,0,26,2,10,0,14,2,19,0,6,0,2,2,5
"MRPS10P2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"EGOT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
"ENSG00000275981",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SEMA3G",648,202,1193,482,1394,442,339,356,120,171,1170,240,354,307,1990,1176
"TNNC1",502,106,1255,311,1807,266,385,230,140,297,1195,146,564,197,1408,667
"NISCH",11072,10427,29077,23645,38300,28070,10274,20294,7069,11355,31577,10804,9624,14767,39682,41904
"DNAH1",124,4,177,41,168,39,41,87,95,54,605,51,88,32,452,134
"PTPN23",15423,5633,21629,14361,29476,16883,8362,12025,8054,6645,22346,7058,7612,8328,45010,20090
"SPMIP3P1",1,0,2,0,2,0,1,2,1,1,0,0,0,0,0,12
"ELP6",4604,4010,7920,7601,12660,9151,3192,6043,2213,3287,6852,2596,3311,3581,12065,11432
"ENSG00000271161",11,1,10,2,10,26,24,5,2,1,20,1,5,8,45,28
"RN7SL870P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CSPG5",395,561,1310,2074,1842,1759,518,1665,306,705,732,736,393,1005,1764,3088
"ENSG00000214773",1,1,2,7,2,0,4,3,0,0,8,5,4,2,14,6
"ENSG00000235695",0,0,0,0,0,2,0,0,0,0,6,1,0,0,5,4
"ENSG00000239716",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000241723",0,0,0,0,2,2,0,2,2,0,0,0,0,0,0,0
"ENSG00000277143",0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0
"RPS12P7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MLF1-DT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000243025",3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
"RFKP6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RSRC1",2663,1337,3659,3177,5253,3352,1345,2500,1182,1461,3986,1378,1420,1416,7434,3977
"NPHP3",367,164,477,280,738,350,213,306,244,255,656,151,205,123,971,516
"DHX30",18540,11080,40389,26357,53247,34789,15315,19343,8890,13174,33141,9245,12585,12944,61021,38703
"ENSG00000274420",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MIR1226",0,0,5,3,5,6,0,3,1,0,3,0,2,2,8,5
"ENSG00000199591",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"VPS26BP1",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"RPS27P30",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"RN7SL664P",4,0,0,0,2,0,0,0,0,0,0,0,0,0,3,4
"RPL17P16",2,2,10,2,6,10,0,0,0,0,2,3,0,0,4,6
"CDC25A",10811,9654,23461,16425,31662,27862,9904,13058,4842,9547,18332,4759,6929,11173,33361,26920
"SNRPFP4",0,0,5,1,0,2,0,0,0,0,2,0,0,0,0,1
"RNU7-128P",1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
"ENSG00000231884",2,0,0,1,2,0,0,1,0,2,2,0,0,0,3,2
"MIR4443",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CAMP",1,2,8,4,4,2,0,1,4,0,6,4,0,0,12,4
"ZNF589",6162,11361,17195,19235,21585,28881,7139,17733,4337,7892,12055,5863,5261,12806,29367,33865
"ENSG00000229759",0,0,2,7,3,9,3,22,5,12,37,13,17,11,19,11
"ENSG00000199476",17,2,45,31,45,23,18,11,9,6,32,8,10,16,71,56
"NME6",1333,1274,2925,1974,4291,3272,1220,1768,717,1576,2456,576,815,1262,5033,3804
"ENSG00000228638",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MIR2115",0,0,2,0,0,0,0,0,0,1,1,0,0,0,3,2
"FBXW12",124,5,167,48,129,32,7,31,16,12,173,36,37,5,187,81
"RN7SL321P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ATRIP",1796,1269,4049,3353,5574,4845,1920,2803,927,1754,3577,1248,1313,1930,7216,5534
"ENSG00000280053",10,0,6,2,8,2,2,5,0,0,20,0,2,0,2,6
"PLXNA1",19999,5976,35535,13237,40532,15200,9943,9840,11944,10501,37608,5950,7925,8904,54248,21919
"ENSG00000242390",0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1
"RNA5SP143",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PLS1",3265,2011,7455,5154,10664,4054,2498,3598,1925,1350,5047,1690,2099,2147,10589,6345
"ENSG00000239641",0,0,2,0,2,0,0,1,0,0,0,0,0,0,0,0
"ENSG00000199319",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
"RNU7-47P",0,0,0,0,0,0,1,0,0,1,0,0,0,0,3,1
"PCOLCE2",924,579,3226,1337,4289,1443,1129,700,745,1082,2126,536,1072,682,3194,2802
"RPL8P3",6,10,22,11,18,11,2,10,2,10,8,6,10,0,22,22
"PAQR9",316,79,750,159,880,178,214,65,109,123,531,123,205,104,695,288
"ENSG00000241592",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000272477",0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0
"RAD23BP1",2,2,4,8,0,7,2,12,2,2,9,2,0,5,8,6
"RNU6-138P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"UBA5",5354,2619,8199,5965,11779,7940,3337,5152,2117,2735,8900,2487,2762,3125,16697,8712
"ENSG00000232535",3,0,2,3,8,7,2,1,1,0,1,1,9,0,47,2
"MTMR14",8365,6590,14691,12488,19523,15694,5592,10428,4125,4851,11802,4256,5731,6894,24665,17822
"ENSG00000287878",17,4,49,20,50,27,12,17,0,9,47,14,14,20,96,58
"ENSG00000249225",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000248365",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OR5H1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OR5H14",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OR5H5P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OR5H3P",0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0
"OR5H4P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OR5H7P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OR5H6",0,0,2,0,2,0,0,2,1,0,0,0,0,2,15,0
"BRPF1",3169,2903,8256,5905,10038,10489,3384,5110,1903,3907,6571,2530,2655,4350,11395,11043
"LARS2",11137,7613,21050,17989,26925,21523,7771,11913,5808,7633,18253,5249,5816,9619,33094,23592
"ENSG00000232455",0,1,0,5,4,2,0,4,1,1,1,0,1,2,4,0
"LIMD1",2405,1892,4595,3410,5972,5017,2020,3473,1647,2113,4109,1614,1242,2567,8185,5506
"FLT1P1",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"CCR1",4,2,4,4,8,4,0,2,0,2,18,2,0,24,6,0
"UQCRC2P1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CCR2",0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"CCRL2",0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
"LINC02009",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FAM240A",2,8,3,20,10,10,2,28,12,6,4,2,2,14,19,23
"ENSG00000288717",4,0,4,5,13,2,2,10,0,1,21,0,3,2,6,5
"ENSG00000288703",0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"CCR3",0,0,2,0,9,10,2,2,0,4,14,0,2,0,4,10
"ENSG00000288724",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LTF",39,14,24,74,103,116,16,122,4,6,6,24,64,156,168,182
"RTP3",9,5,12,0,23,6,5,4,2,2,2,6,10,17,7,0
"LRRC2",1167,288,1143,607,1453,569,412,727,384,207,1285,365,626,681,2079,832
"ENSG00000288718",24,6,18,21,37,13,12,26,3,12,14,8,23,22,71,8
"CRELD1",308,22,424,200,607,223,193,272,113,139,610,120,231,97,1408,343
"PPARG",3,42,32,74,61,64,19,28,2,28,96,11,20,9,23,47
"ENSG00000286531",3,1,0,0,2,2,0,2,2,0,0,0,0,0,3,0
"DCP1A",3424,1559,6754,4199,8675,5026,2307,2789,2153,2452,7468,2034,2278,1914,11291,6765
"ENSG00000274967",0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,2
"SNORD38C",0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"LOC124900563",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000227224",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000251987",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
