human_gene_name,mouse_gene_name,zou_annotation,zygote,twoC,fourC,eightC,ICM,E8,L4i,WT_mESC,PARPKO_mESC
SGO1,Sgo1,four_cell,0.022272118,-0.019673488,1.293711533,-0.360730585,-0.935579578,-0.704560682,0.704560682,0.65398753,-0.65398753
LRRFIP2,Lrrfip2,four_cell,-0.212484537,-0.205961852,1.228643189,0.205435796,-1.015632596,-0.702875771,0.702875771,0.557899474,-0.557899474
PDE1A,Pde1a,four_cell,0.383380671,-0.159835397,1.250144055,-0.222314213,-1.251375116,-0.69709792,0.69709792,-0.843000562,0.843000562
COMP,Comp,four_cell,-0.454043442,-0.483933954,-0.196566299,-0.622039737,1.756583432,-0.693646484,0.693646484,-0.869342951,0.869342951
FOXO1,Foxo1,four_cell,0.67459086,-0.04862778,0.916976997,-0.138986311,-1.403953766,-0.691554619,0.691554619,-0.769024823,0.769024823
DHX40,Dhx40,four_cell,-0.059253151,-0.833656194,-0.03069765,1.360840523,-0.437233528,-0.690806974,0.690806974,-0.888000804,0.888000804
NOP2,Nop2,four_cell,-0.550162903,-0.513853668,-0.501779821,1.479610235,0.086186157,-0.68998592,0.68998592,0.895022932,-0.895022932
PPP3R1,Ppp3r1,four_cell,0.41802418,0.088899691,1.343975985,-0.801587552,-1.049312304,-0.682626963,0.682626963,-0.767268907,0.767268907
FAM193A,Fam193a,four_cell,-0.285202104,0.271733042,1.359223098,-0.844840103,-0.500913933,-0.673882089,0.673882089,0.448586412,-0.448586412
MYO6,Myo6,four_cell,0.535501031,0.23234896,1.065275997,-0.582205976,-1.250920012,-0.667733541,0.667733541,-0.8326859,0.8326859
DNAJA2,Dnaja2,four_cell,-0.757949996,-0.271303274,1.292088492,-0.467667713,0.204832491,-0.661740922,0.661740922,-0.822356085,0.822356085
CRY2,Cry2,four_cell,-0.865755474,-0.620646254,0.9582657,0.175924356,0.352211672,-0.65492046,0.65492046,0.863639069,-0.863639069
TCF19,Tcf19,four_cell,-0.185092239,0.975730611,0.874104159,-1.496397226,-0.168345304,-0.638768807,0.638768807,0.833148093,-0.833148093
BICRAL,Bicral,four_cell,0.376270453,-0.09656628,1.024148114,-0.884405785,-0.419446502,-0.636297378,0.636297378,0.848341601,-0.848341601
ORC2,Orc2,four_cell,-0.356209531,0.571511453,0.901866947,-0.03715457,-1.080014299,-0.629785132,0.629785132,0.803883051,-0.803883051
ZNF638,Zfp638,four_cell,-0.547932489,-0.919541231,0.708078091,-0.274054765,1.033450394,-0.617637915,0.617637915,0.823464214,-0.823464214
SLC25A46,Slc25a46,four_cell,0.44032437,0.301955696,1.303436682,-0.696922348,-1.3487944,-0.615047613,0.615047613,-0.818326671,0.818326671
KIF5A,Kif5a,four_cell,-0.701267447,-0.701267447,0.805630815,0.122563089,0.47434099,-0.612049927,0.612049927,0.873178413,-0.873178413
PUS7L,Pus7l,four_cell,-0.467850468,-0.075571701,0.688219265,-0.117535883,-0.027261214,-0.604850254,0.604850254,-0.860141058,0.860141058
MACO1,Maco1,four_cell,-0.032341982,0.481593043,1.476074154,-0.902875384,-1.022449831,-0.598194881,0.598194881,-0.700508662,0.700508662
IFT88,Ift88,four_cell,0.127698667,-0.026851176,1.121710203,0.30559092,-1.528148615,-0.594635138,0.594635138,-0.678823119,0.678823119
THUMPD3,Thumpd3,four_cell,-0.07362869,0.063059713,0.61533306,-0.29097968,-0.313784403,-0.587575948,0.587575948,0.793885554,-0.793885554
PLEKHH3,Plekhh3,four_cell,-0.715270071,-0.664669225,0.89144082,0.11758111,0.370917366,-0.585370443,0.585370443,-0.712834991,0.712834991
CPEB2,Cpeb2,four_cell,0.340953396,0.09718203,0.739248155,0.217734113,-1.395117695,-0.584500831,0.584500831,-0.899662464,0.899662464
PLEKHM1,Plekhm1,four_cell,-0.40253337,-0.071827334,0.456776516,0.612133868,-0.594549679,-0.581489427,0.581489427,-0.758982095,0.758982095
GMFB,Gmfb,four_cell,0.869429292,0.055438814,0.628557289,-0.275888922,-1.277536473,-0.577394324,0.577394324,-0.790513805,0.790513805
SH3BP1,Sh3bp1,four_cell,-0.572148584,-0.351365488,-0.534018244,-0.208581668,1.666113984,-0.574827414,0.574827414,0.733456972,-0.733456972
CHMP4B,Chmp4b,four_cell,-0.417229059,-0.461204943,1.488099242,-0.331878908,-0.277786332,-0.564351464,0.564351464,0.68369661,-0.68369661
SCML2,Scml2,four_cell,-0.537212817,0.226949973,1.125767509,0.281937255,-1.097441919,-0.563157046,0.563157046,0.828226253,-0.828226253
SENP3,Senp3,four_cell,0.529147718,-0.311347392,0.290836446,0.259560955,-0.768197727,-0.544133511,0.544133511,0.8843301,-0.8843301
FAM81A,Fam81a,four_cell,0.450576761,-0.189205265,1.233190068,-0.6019969,-0.892564663,-0.54254438,0.54254438,0.823323935,-0.823323935
CDKL2,Cdkl2,four_cell,0.563083222,-0.013738573,0.27760705,0.646403929,-1.473355628,-0.530167219,0.530167219,-0.86019337,0.86019337
CDK5R2,Cdk5r2,four_cell,0.131814994,0.606024223,-0.604360163,-0.604360163,0.470881109,-0.529563042,0.529563042,0.871275589,-0.871275589
SUPV3L1,Supv3l1,four_cell,-0.248220845,-0.37678373,1.372653141,0.073955769,-0.821604336,-0.526045905,0.526045905,0.866966467,-0.866966467
ZNF441,Zfp961,four_cell,-0.548930888,-0.575102104,1.19621157,0.502923526,-0.575102104,-0.519586469,0.519586469,-0.859017925,0.859017925
USP40,Usp40,four_cell,-0.572847206,0.027011682,1.544920488,-0.20678398,-0.792300984,-0.515561146,0.515561146,0.897117241,-0.897117241
INPP5K,Inpp5k,four_cell,-0.732799986,-0.532515322,0.432245141,0.796838425,0.036231742,-0.515321884,0.515321884,-0.853613057,0.853613057
PDK4,Pdk4,four_cell,-0.421908658,-0.421908658,1.179946432,-0.421908658,0.085779543,-0.412000182,0.412000182,-0.742845267,0.742845267
RBMX2,Rbmx2,four_cell,0.379602246,0.742805245,1.049932581,-0.733553847,-1.438786224,-0.331989723,0.331989723,0.898777972,-0.898777972
HOXA1,Hoxa1,four_cell,-0.311179101,-0.28525141,0.184895089,0.982109767,-0.570574345,-0.281961318,0.281961318,-0.897864659,0.897864659
STK31,Stk31,four_cell,0.197128027,-0.003700603,1.389426523,-0.283222657,-1.299631291,-0.153046644,0.153046644,0.81309486,-0.81309486
NKX6-2,Nkx6-2,four_cell,-0.59189107,-0.59189107,0.687025302,1.088647907,-0.59189107,-0.137067754,0.137067754,0.720420114,-0.720420114
FAM86B1,Eef2kmt,four_cell,-0.263349708,-0.011778072,1.235816522,-0.495573584,-0.465115158,0.259243228,-0.259243228,0.901335408,-0.901335408
PHC3,Phc3,four_cell,-0.032850907,-0.771288453,0.855006883,-0.493513919,0.442646396,0.28556044,-0.28556044,0.63027162,-0.63027162
TENM1,Tenm1,four_cell,0.45087651,-0.112353984,-0.250043004,1.090896008,-1.179375531,0.354534879,-0.354534879,0.894860471,-0.894860471
CCDC141,Ccdc141,four_cell,0.040830111,0.100380639,1.32498769,-0.758709299,-0.707489141,0.355203967,-0.355203967,-0.905277678,0.905277678
SLC9A5,Slc9a5,four_cell,-0.765446515,-0.765446515,1.538229709,-0.585575126,0.578238448,0.394128572,-0.394128572,-0.898794666,0.898794666
SIX1,Six1,four_cell,0.159647842,-0.970967387,1.612062857,-0.506174845,-0.294568467,0.4236403,-0.4236403,-0.844748105,0.844748105
MYH6,Myh6,four_cell,-0.777627037,0.05031276,0.132348129,-0.777627037,1.372593186,0.444195128,-0.444195128,-0.785974742,0.785974742
CPD,Cpd,four_cell,-0.033541873,-0.253588234,1.088713927,0.411766784,-1.213350604,0.448975796,-0.448975796,-0.878986116,0.878986116
ISM2,Ism2,four_cell,-0.769546266,-0.769546266,0.164066388,0.073293354,1.30173279,0.459677487,-0.459677487,0.852920508,-0.852920508
ZNF518B,Zfp518b,four_cell,-0.065209871,0.20414205,1.034403032,-0.286960235,-0.886374977,0.462819244,-0.462819244,0.849755217,-0.849755217
RASA4,Rasa4,four_cell,-0.210474562,0.045194571,-0.262023515,0.089412293,0.337891213,0.485013373,-0.485013373,0.909797106,-0.909797106
HES1,Hes1,four_cell,-0.625403119,-0.912545546,1.294327366,0.221726894,0.021894405,0.510460186,-0.510460186,0.903338845,-0.903338845
ACSL1,Acsl1,four_cell,-0.617863862,-0.000674447,1.010297439,0.765282972,-1.157042103,0.526571548,-0.526571548,0.88553954,-0.88553954
R3HDM2,R3hdm2,four_cell,0.207300356,0.4675253,0.053778805,-1.435011653,0.706407192,0.533633181,-0.533633181,0.676126213,-0.676126213
CLCN2,Clcn2,four_cell,-0.466881673,-0.466881673,0.512952505,-0.466881673,0.887692513,0.544803608,-0.544803608,0.624695432,-0.624695432
AHDC1,Ahdc1,four_cell,-0.088618535,-0.117381515,1.204495437,-0.516208001,-0.482287386,0.545377866,-0.545377866,-0.663959125,0.663959125
FMN1,Fmn1,four_cell,0.384997956,0.455535134,1.170487353,-0.57081719,-1.440203252,0.548912503,-0.548912503,-0.832235481,0.832235481
PPP2R2C,Ppp2r2c,four_cell,-0.459244111,0.462664462,1.114036943,-0.140904858,-0.976552436,0.550621663,-0.550621663,0.91260651,-0.91260651
SLC1A6,Slc1a6,four_cell,-0.427306794,-0.034487025,1.514906477,0.089824453,-1.142937111,0.552205784,-0.552205784,-0.811117731,0.811117731
ZNF189,Zfp189,four_cell,0.62969495,-0.167112663,0.166705302,0.596726804,-1.226014393,0.55486943,-0.55486943,0.903072388,-0.903072388
DUSP16,Dusp16,four_cell,0.371825412,-0.124545956,0.97522237,-0.821259419,-0.401242407,0.557743489,-0.557743489,0.90580638,-0.90580638
PNMA6F,Pnma6e,four_cell,-0.369035105,-0.369035105,1.226314113,-0.32815038,-0.160093523,0.560052891,-0.560052891,0.811836896,-0.811836896
PLEKHH2,Plekhh2,four_cell,-0.20763984,-0.766722963,0.785064696,-0.224262648,0.413560756,0.568924359,-0.568924359,-0.727774998,0.727774998
VSIR,Vsir,four_cell,-0.316227766,-0.316227766,1.264911064,-0.316227766,-0.316227766,0.569050641,-0.569050641,-0.867755118,0.867755118
ITGAV,Itgav,four_cell,0.357331178,-0.008876893,1.304553187,-0.271652619,-1.381354853,0.569093906,-0.569093906,-0.861294122,0.861294122
ADAMTS5,Adamts5,four_cell,-0.34156864,-0.311810115,1.342889005,-0.432081869,-0.257428381,0.571017655,-0.571017655,-0.909537141,0.909537141
KDM7A,Kdm7a,four_cell,-0.071797348,-0.037104548,1.340447755,0.029308423,-1.260854282,0.571986003,-0.571986003,-0.539819817,0.539819817
ARMH4,Armh4,four_cell,0.114177952,0.42987697,1.097896599,-0.338565668,-1.303385853,0.572092984,-0.572092984,-0.810382062,0.810382062
BRINP2,Brinp2,four_cell,-0.391886033,-0.391886033,-0.304752136,-0.313223966,1.401748168,0.573854529,-0.573854529,-0.84543362,0.84543362
RNF169,Rnf169,four_cell,-0.239948613,0.581284979,1.157063402,-0.581465317,-0.916934451,0.58366759,-0.58366759,-0.836284545,0.836284545
CRBN,Crbn,four_cell,-0.266652788,-0.300204467,0.457254599,-0.304661543,0.414264199,0.621499653,-0.621499653,0.842776173,-0.842776173
SPAG9,Spag9,four_cell,-0.482024419,-0.368040306,1.030270993,-0.892063299,0.711857031,0.622648735,-0.622648735,-0.788538338,0.788538338
TOM1L1,Tom1l1,four_cell,1.00234857,0.537366313,0.705611544,-0.965194583,-1.280131844,0.630317241,-0.630317241,-0.874300948,0.874300948
S1PR1,S1pr1,four_cell,-0.517391977,-0.564660752,0.850614666,-0.125146351,0.356584415,0.634558298,-0.634558298,-0.817592131,0.817592131
SFSWAP,Sfswap,four_cell,-1.065515535,-0.919646926,0.451948894,0.758230407,0.77498316,0.636990948,-0.636990948,0.758234828,-0.758234828
DYSF,Dysf,four_cell,-0.175363337,0.087992963,0.960054476,-1.26734144,0.394657339,0.63719765,-0.63719765,0.793562414,-0.793562414
ATXN7L3B,Atxn7l3b,four_cell,1.061101082,0.25847298,0.709322138,-1.19954033,-0.82935587,0.638097925,-0.638097925,0.833574065,-0.833574065
CDC27,Cdc27,four_cell,0.141466389,0.458420973,0.999267754,-0.573040264,-1.026114853,0.639986687,-0.639986687,-0.81839529,0.81839529
CHD2,Chd2,four_cell,-0.478631459,0.14313892,1.211833912,-0.802355249,-0.073986124,0.640101339,-0.640101339,0.588476282,-0.588476282
BRWD1,Brwd1,four_cell,0.583554479,0.186212993,1.03850783,-0.347035195,-1.461240106,0.654646734,-0.654646734,0.903036941,-0.903036941
FNIP1,Fnip1,four_cell,0.804937734,-0.105092415,-1.45963657,0.287429493,0.472361757,0.658836623,-0.658836623,-0.49400363,0.49400363
MYO1F,Myo1f,four_cell,-0.458542044,-0.491916715,0.891176293,-0.190912377,0.250194842,0.670382475,-0.670382475,0.871888609,-0.871888609
POU2F2,Pou2f2,four_cell,-0.510265056,0.140961906,1.277128372,-0.576956777,-0.330868445,0.671461295,-0.671461295,-0.586615538,0.586615538
ZKSCAN2,Zkscan2,four_cell,-0.058769746,0.114382154,1.576443549,-0.683536053,-0.948519904,0.685131695,-0.685131695,0.877271721,-0.877271721
PWWP3B,Pwwp3b,four_cell,0.122065404,0.131804347,1.061180363,-0.511340709,-0.803709405,0.697138268,-0.697138268,-0.893555666,0.893555666
INCENP,Incenp,four_cell,-0.543275066,0.134503921,1.5156859,-0.050371604,-1.056543151,0.704856652,-0.704856652,0.730251923,-0.730251923
SLC35F3,Slc35f3,four_cell,-0.463172448,-0.463172448,0.923573915,0.46594343,-0.463172448,0.733354816,-0.733354816,-0.865419579,0.865419579
HERC3,Herc3,four_cell,-0.45119798,-0.45119798,-0.45119798,1.004061256,0.349532685,0.733897758,-0.733897758,-0.613144883,0.613144883
ABL2,Abl2,four_cell,-0.351271627,0.775982094,0.503402493,-0.934214462,0.006101501,0.736654462,-0.736654462,-0.898417009,0.898417009
MLPH,Mlph,four_cell,-0.242622019,-0.223550195,1.569270909,-0.513460282,-0.589638412,0.750653927,-0.750653927,-0.89854894,0.89854894
WNK1,Wnk1,four_cell,-0.277525003,-0.655324722,1.058940516,-0.297335452,0.171244661,0.755436993,-0.755436993,0.749504288,-0.749504288
ZNF678,Zfp595,four_cell,0.487000849,-0.394316398,0.92540886,-0.298809734,-0.719283577,0.759554881,-0.759554881,0.88536445,-0.88536445
ZNF678,Zfp595,four_cell,0.487000849,-0.394316398,0.92540886,-0.298809734,-0.719283577,0.759554881,-0.759554881,0.88536445,-0.88536445
EGR2,Egr2,four_cell,-0.643147125,-0.643147125,1.073747122,0.368506051,-0.155958923,0.760965663,-0.760965663,-0.72448621,0.72448621
FCGR2A,Fcgr2b,four_cell,-0.270558436,-0.443325161,1.38291451,-0.3914377,-0.277593214,0.762150369,-0.762150369,0.886161543,-0.886161543
ATAD2B,Atad2b,four_cell,-0.540401916,-0.107508769,1.264331535,0.190152503,-0.806573352,0.763132675,-0.763132675,0.601144491,-0.601144491
EPB41L3,Epb41l3,four_cell,-0.759820875,0.095201155,0.82704868,-1.052533938,0.890104977,0.776265892,-0.776265892,-0.90407443,0.90407443
TMEM65,Tmem65,four_cell,0.890765869,-0.71208885,0.557826246,0.44465017,-1.181153435,0.780969278,-0.780969278,-0.877746516,0.877746516
PEAK1,Peak1,four_cell,0.039224358,0.506938203,1.260247939,-0.944720151,-0.861690349,0.781140556,-0.781140556,0.597424212,-0.597424212
SMURF2,Smurf2,four_cell,0.32080868,0.353059229,1.255254092,-0.820106648,-1.109015353,0.781876658,-0.781876658,-0.853145789,0.853145789
ADAMTS6,Adamts6,four_cell,-0.804913385,-0.804913385,0.415451631,1.143720125,0.050655014,0.79472114,-0.79472114,-0.892093265,0.892093265
AFF3,Aff3,four_cell,-0.01916896,0.328438898,1.312602911,-0.632972756,-0.988900093,0.796656345,-0.796656345,-0.881466081,0.881466081
SCARB2,Scarb2,four_cell,0.510840051,-0.126980248,1.176506371,-0.525784589,-1.034581585,0.799516437,-0.799516437,-0.813425162,0.813425162
ZNF652,Zfp652,four_cell,0.147223822,0.079996106,1.262487247,-0.491584542,-0.998122633,0.80154901,-0.80154901,-0.826845207,0.826845207
PRR36,Prr36,four_cell,-0.356323418,-0.173669973,1.313857732,-0.192802327,-0.591062014,0.810188132,-0.810188132,-0.88488994,0.88488994
ASAP2,Asap2,four_cell,0.06612774,0.298360743,1.351518516,-0.550643296,-1.165363703,0.811115037,-0.811115037,0.5565888,-0.5565888
CCNI,Ccni,four_cell,0.021671572,0.309587734,1.459131521,-0.470731652,-1.319659175,0.81267947,-0.81267947,-0.765554524,0.765554524
PLEKHA6,Plekha6,four_cell,-0.589197044,-0.615751651,0.526362937,-0.533930872,1.21251663,0.830937702,-0.830937702,0.650935503,-0.650935503
SELENON,Selenon,four_cell,-0.155503211,-0.190470295,1.235990141,-0.568411642,-0.321604993,0.838743847,-0.838743847,-0.749338457,0.749338457
TOP2B,Top2b,four_cell,0.231175404,0.116254427,1.380986066,-0.749991179,-0.978424718,0.846787,-0.846787,0.695706337,-0.695706337
DGKB,Dgkb,four_cell,0.521846225,0.346842292,1.022679299,-0.679419228,-1.211948588,0.847592256,-0.847592256,-0.89833326,0.89833326
ENDOD1,Endod1,four_cell,0.501965845,-0.374323607,0.967396865,-0.028741704,-1.066297399,0.851349248,-0.851349248,-0.891685206,0.891685206
DENND1A,Dennd1a,four_cell,-0.457407388,0.081121729,1.548574411,-0.215529371,-0.956759382,0.856965355,-0.856965355,0.839174574,-0.839174574
FMR1,Fmr1,four_cell,-0.129397616,-0.510037376,0.579643407,0.100766613,-0.040975027,0.878528213,-0.878528213,0.900577841,-0.900577841
NEK7,Nek7,four_cell,0.222969201,-0.669469039,1.208272692,-0.063490578,-0.698282276,0.886476846,-0.886476846,-0.816721467,0.816721467
PTPRJ,Ptprj,four_cell,-0.267835033,-0.352998163,1.408706635,-0.677886621,-0.109986819,0.912628157,-0.912628157,0.893956593,-0.893956593
LIPE,Lipe,four_cell,-0.430614485,0.302208334,1.454502653,-0.84880705,-0.477289451,0.918572342,-0.918572342,0.897396489,-0.897396489
HOOK1,Hook1,four_cell,0.383178382,0.038310811,1.070008243,-0.418185009,-1.073312427,0.924702767,-0.924702767,0.784198393,-0.784198393
RBM34,Rbm34,eight_cell,-0.088332811,-0.711866349,-0.668288282,1.53373397,-0.065246527,-0.904572324,0.904572324,-0.81665355,0.81665355
SLC16A6,Slc16a6,eight_cell,-0.489059989,-0.500589478,-0.420188176,1.866351822,-0.456514179,-0.90175951,0.90175951,-0.548841868,0.548841868
R3HCC1L,R3hcc1l,eight_cell,-0.582306872,-0.494356968,-0.562700107,1.83872638,-0.199362434,-0.895225435,0.895225435,0.790493515,-0.790493515
TGS1,Tgs1,eight_cell,-0.670248697,-0.387264236,-0.081617756,1.83309672,-0.693966031,-0.88556446,0.88556446,0.872270322,-0.872270322
HAUS2,Haus2,eight_cell,-0.681773755,-0.652901378,-0.548458233,1.771127768,0.112005597,-0.877320962,0.877320962,-0.814117593,0.814117593
UFM1,Ufm1,eight_cell,-0.450409684,-0.319779261,-1.243967508,0.989215665,1.024940788,-0.874565141,0.874565141,-0.781216457,0.781216457
MED7,Med7,eight_cell,-0.452004117,-0.481934356,-0.39962748,1.836496325,-0.502930372,-0.870332797,0.870332797,-0.775749459,0.775749459
MPHOSPH10,Mphosph10,eight_cell,-0.124065396,-0.480760794,-0.714634453,1.673760651,-0.354300008,-0.867131141,0.867131141,0.76918398,-0.76918398
CSPG5,Cspg5,eight_cell,-0.496223309,-0.496223309,-0.496223309,1.592868405,-0.104198477,-0.865769847,0.865769847,0.863833407,-0.863833407
TOR1AIP2,Tor1aip2,eight_cell,-0.693401067,-0.695494898,-0.701508017,1.577509147,0.512894835,-0.862909587,0.862909587,0.826153826,-0.826153826
SCNM1,Scnm1,eight_cell,-0.590691952,-0.585255262,-0.524052165,1.835664366,-0.135664987,-0.85660553,0.85660553,0.758957712,-0.758957712
LSG1,Lsg1,eight_cell,-0.843617411,-0.706408381,-0.498325178,1.545752706,0.502598265,-0.849427788,0.849427788,0.906712695,-0.906712695
PDCL,Pdcl,eight_cell,-0.333803104,-0.418522546,-0.291667713,1.839870831,-0.795877469,-0.848547671,0.848547671,0.805695559,-0.805695559
GTF2F1,Gtf2f1,eight_cell,-1.150289753,-0.200247354,0.358294216,1.27938191,-0.287139019,-0.8467441,0.8467441,0.515930534,-0.515930534
GNG3,Gng3,eight_cell,-0.154536263,-0.628588713,-0.259446306,1.671159995,-0.628588713,-0.846707994,0.846707994,0.751236691,-0.751236691
RAD51C,Rad51c,eight_cell,-0.438559634,-0.559782504,-0.312765985,1.844253357,-0.533145235,-0.845563012,0.845563012,-0.89268797,0.89268797
TRIR,Trir,eight_cell,-0.69273942,-0.723308439,-0.590253263,1.693216904,0.313084218,-0.840290243,0.840290243,-0.680237932,0.680237932
SERTAD3,Sertad3,eight_cell,-0.378816539,-0.40067272,-0.505185375,1.870084058,-0.585409423,-0.836043081,0.836043081,0.597649076,-0.597649076
PUM3,Pum3,eight_cell,-0.610272115,-0.792431465,-0.46514535,1.766378414,0.101470515,-0.834907754,0.834907754,0.768604999,-0.768604999
EED,Eed,eight_cell,-0.725893053,-0.734101862,-0.425364433,1.207548133,0.677811214,-0.830182192,0.830182192,0.874213893,-0.874213893
POLR2B,Polr2b,eight_cell,-0.772016634,-0.767914371,-0.691753071,1.392290911,0.839393166,-0.830123768,0.830123768,0.873040143,-0.873040143
EIF2S1,Eif2s1,eight_cell,-0.630838221,-0.548756529,-0.66680369,1.59097288,0.25542556,-0.82934664,0.82934664,0.858395839,-0.858395839
RABIF,Rabif,eight_cell,-0.545465454,-0.660240504,-0.877312026,1.547845881,0.535172103,-0.826873868,0.826873868,0.748697356,-0.748697356
EIF4A3,Eif4a3l1,eight_cell,-0.795932605,-0.803767375,-0.226629448,1.58191369,0.244415738,-0.824550782,0.824550782,0.784136949,-0.784136949
HBS1L,Hbs1l,eight_cell,-0.635608256,-0.574510535,-0.448066146,1.538723198,0.119461738,-0.821228851,0.821228851,-0.757328607,0.757328607
ZNF326,Zfp326,eight_cell,-0.787436263,-0.847573481,-0.523219949,0.574246699,1.583982995,-0.811864719,0.811864719,-0.604112394,0.604112394
TMEM184C,Tmem184c,eight_cell,-0.063528851,-0.49127794,-1.368927597,1.214783738,0.70895065,-0.81080925,0.81080925,-0.668576343,0.668576343
ATG14,Atg14,eight_cell,-0.325569076,-0.023232671,-0.427720071,1.780034319,-1.003512502,-0.810587864,0.810587864,0.896323297,-0.896323297
YME1L1,Yme1l1,eight_cell,-0.780827284,-0.885991339,-0.439832895,1.153536862,0.953114656,-0.810443326,0.810443326,0.887437223,-0.887437223
KIF26A,Kif26a,eight_cell,-0.031314669,-0.494519041,-0.494519041,1.070528344,-0.050175594,-0.809223149,0.809223149,0.808162858,-0.808162858
ZNF878,Zfp867,eight_cell,-0.488866896,-0.45731784,-0.288806257,1.721678423,-0.48668743,-0.808715504,0.808715504,-0.85463554,0.85463554
RAB21,Rab21,eight_cell,0.355702484,-0.588587394,-0.50120427,1.206828085,-0.472738906,-0.808308893,0.808308893,-0.899172013,0.899172013
PPM1D,Ppm1d,eight_cell,0.017466009,-0.441976251,-0.396416957,1.683798681,-0.862871481,-0.806880848,0.806880848,-0.908348855,0.908348855
LBH,Lbh,eight_cell,-0.6797109,-0.715157687,-0.363261334,1.620964463,0.137165458,-0.804210397,0.804210397,-0.843820394,0.843820394
SNU13,Snu13,eight_cell,-0.664241015,-0.648724619,-0.600611482,1.764049334,0.149527781,-0.803409273,0.803409273,0.797763931,-0.797763931
DAGLB,Daglb,eight_cell,-0.843555957,-0.721706543,0.056956592,1.707368562,-0.199062655,-0.803319816,0.803319816,-0.877665031,0.877665031
HSPA5,Hspa5,eight_cell,-0.812790415,-0.913314267,-0.468343852,1.235567053,0.958881481,-0.797963427,0.797963427,0.822807517,-0.822807517
ZMYM6,Zmym6,eight_cell,-0.28254934,-0.12553534,-0.637270896,1.612609222,-0.567253646,-0.797956345,0.797956345,0.727369878,-0.727369878
HNRNPF,Hnrnpf,eight_cell,-0.374300056,-0.603978428,-1.008589385,1.546119756,0.440748113,-0.79757526,0.79757526,0.627435811,-0.627435811
ACADL,Acadl,eight_cell,-0.336737754,-0.385382285,-0.354582564,1.213412918,-0.136710315,-0.794582608,0.794582608,-0.79108852,0.79108852
ABCF2,Abcf2,eight_cell,-0.530064712,-0.413889098,-0.714346939,1.836661323,-0.178360574,-0.792091,0.792091,0.716095501,-0.716095501
ABCF1,Abcf1,eight_cell,-0.799275475,-0.655849262,-0.471185029,1.647890053,0.278419713,-0.791411474,0.791411474,0.730038583,-0.730038583
CSTF3,Cstf3,eight_cell,-0.744090919,-0.697969486,-0.569435681,1.695205565,0.316290521,-0.791268876,0.791268876,-0.868578057,0.868578057
TIGAR,Tigar,eight_cell,0.09149759,-0.364315263,-1.037090582,-0.152788669,1.462696925,-0.790629068,0.790629068,0.836441212,-0.836441212
PTRH2,Ptrh2,eight_cell,-0.768541218,-0.786667507,-0.046401049,1.721368911,-0.119759139,-0.790609296,0.790609296,-0.543966935,0.543966935
UBE4B,Ube4b,eight_cell,-0.522092748,-0.680551529,-0.682161857,1.633047182,0.251758952,-0.784560243,0.784560243,-0.886137163,0.886137163
TTLL7,Ttll7,eight_cell,-0.660538995,-0.660538995,-0.660538995,1.740710316,0.240906668,-0.784470394,0.784470394,-0.904222069,0.904222069
NSRP1,Nsrp1,eight_cell,-0.315435094,-0.552199908,-0.349957789,1.695533,-0.47794021,-0.783515765,0.783515765,-0.704565243,0.704565243
RASSF6,Rassf6,eight_cell,-0.317696419,-0.350865584,-0.350865584,1.243018888,-0.223591301,-0.782973124,0.782973124,-0.784518811,0.784518811
POLR2F,Polr2f,eight_cell,-0.565741595,-0.606037615,-0.597607109,1.842857828,-0.073471508,-0.782002536,0.782002536,0.832185746,-0.832185746
DNTTIP2,Dnttip2,eight_cell,-0.344675607,-0.524605982,-0.681223242,1.773050674,-0.222545842,-0.780104129,0.780104129,0.664468252,-0.664468252
DNAJC8,Dnajc8,eight_cell,-0.506440713,-0.461220178,-0.309256492,1.627529691,-0.350612309,-0.778713425,0.778713425,0.43788146,-0.43788146
ARF3,Arf3,eight_cell,0.322044362,0.715529941,0.79567139,-0.72900072,-1.104244972,-0.776447709,0.776447709,0.778654657,-0.778654657
THAP11,Thap11,eight_cell,-0.840361059,-0.82951365,-0.376614105,1.625262232,0.421226582,-0.774583557,0.774583557,-0.852523924,0.852523924
DHX34,Dhx34,eight_cell,-0.574750516,-0.642754329,-0.507423153,1.674882544,0.050045454,-0.774153301,0.774153301,-0.873571305,0.873571305
GCNT1,Gcnt1,eight_cell,0.367117125,0.099137702,0.212211655,0.801296895,-1.479763378,-0.772136843,0.772136843,-0.875514809,0.875514809
SYF2,Syf2,eight_cell,-0.484097227,-0.197018771,0.207311636,1.620952534,-1.147148172,-0.769847916,0.769847916,0.783646294,-0.783646294
CTNNBL1,Ctnnbl1,eight_cell,-0.761096025,-0.762524946,-0.330153874,1.738694007,0.115080838,-0.765004253,0.765004253,0.90662704,-0.90662704
RNF19B,Rnf19b,eight_cell,-0.643253697,-0.703136922,0.276967335,1.422604528,-0.353181244,-0.763040995,0.763040995,0.725358876,-0.725358876
ELOA,Eloa,eight_cell,-0.871052589,-0.732787383,-0.139808167,1.519657936,0.223990203,-0.757563726,0.757563726,0.839083785,-0.839083785
SDE2,Sde2,eight_cell,0.37374388,0.110381831,-0.233325883,1.309346241,-1.560146069,-0.754933585,0.754933585,0.778120715,-0.778120715
UTP11,Utp11,eight_cell,-0.155185368,-0.216038237,-0.481383267,1.789560381,-0.936953509,-0.75392927,0.75392927,0.79733601,-0.79733601
