"","zygote_r1","zygote_r2","twoC_r1","twoC_r2","fourC_r1","fourC_r2","eightC_r1","eightC_r2","ICM_r1","ICM_r2"
"MIR4422HG",0,0,0,0,6,0,3,0,10,0
"ABCD3",1466,1672,2022,1370,1262,694,604,719,455,181
"MROH7-TTC4",0,0,0,0,0,0,2,2,0,0
"ALG14",0,31,30,52,18,0,4,0,467,452
"ZZZ3",447,748,332,380,320,457,1084,2677,696,281
"ENSG00000287724",0,0,0,0,0,0,0,2,0,0
"YIPF1",300,436,404,430,228,180,105,144,250,394
"LOC100131348",0,0,0,0,0,0,0,0,0,0
"ENSG00000287870",0,0,0,0,0,0,0,2,0,0
"ENSG00000235563",0,0,0,2,0,0,2,2,8,9
"HNRNPCP9",0,0,0,0,0,0,0,0,0,1
"ENSG00000232857",0,0,0,0,0,0,0,0,0,0
"ENSG00000273637",0,0,0,0,0,0,0,0,0,0
"LDLRAD1",0,0,0,0,0,0,0,0,2,0
"ENSG00000228838",0,0,0,0,0,0,0,0,0,0
"ENSG00000283761",0,0,5,0,2,0,0,0,2,4
"GJB4",0,2,0,0,0,0,0,5,0,3
"ENSG00000230759",0,0,0,0,0,13,0,0,0,0
"LOC100652967",0,0,0,0,0,0,0,0,0,0
"TMEM125",5,8,8,4,10,0,0,0,6,8
"DMRTA2",0,0,0,0,0,0,0,0,1,0
"ENSG00000285525",0,0,0,0,0,0,0,0,0,0
"LOC124905716",0,0,0,0,0,0,0,0,2,0
"ENSG00000233514",70,48,50,58,74,38,64,114,78,34
"HIVEP3",8,0,16,13,11,2,4,2,26,0
"ENSG00000266993",0,0,0,0,0,0,0,0,0,2
"ENSG00000223675",0,0,0,0,0,0,0,0,0,0
"TM2D1",677,924,589,700,200,169,263,606,348,335
"ENSG00000229316",0,0,0,0,0,0,0,0,0,0
"SCP2",316,523,524,532,257,256,128,148,631,576
"ENSG00000287406",12,18,47,14,16,4,16,0,0,0
"FAF1-AS1",0,0,0,6,0,0,0,0,6,3
"ENSG00000234099",0,0,0,0,0,0,0,0,0,0
"BCAR3",29,40,38,30,7,0,3,4,50,4
"ENSG00000235308",0,0,0,0,0,0,0,0,0,0
"MTCO3P21",0,0,0,0,0,0,2,0,0,0
"ENSG00000235829",0,1,0,0,0,0,0,0,0,0
"BARHL2",6,0,14,0,2,0,4,4,4,0
"ENSG00000226745",0,0,0,0,0,2,0,0,27,24
"DMAP1",14,12,14,88,20,0,10,72,64,74
"ENSG00000280040",0,0,0,0,0,0,0,0,0,0
"AHCYL1",66,146,162,202,106,8,15,54,505,902
"CNN3",13199,12402,10060,5202,2818,2484,642,734,1679,1623
"ENSG00000270507",0,0,0,0,0,0,0,0,0,0
"OOSP1P1",0,0,0,0,23,22,91,12,0,0
"ENSG00000215869",0,0,0,0,0,0,0,0,4,0
"VAV3",1994,3310,2659,2802,1697,2112,338,694,7,8
"ENSG00000227935",0,0,0,0,0,0,0,0,0,0
"ENSG00000228502",42,38,102,68,104,73,122,166,381,248
"LINC01361",0,0,0,0,2,0,0,0,0,0
"ENSG00000271277",0,0,0,0,0,0,0,0,0,0
"ENSG00000236888",0,0,0,0,2,0,15,8,0,0
"ENSG00000279778",0,0,0,0,0,4,0,0,0,0
"ENSG00000230955",0,0,0,0,0,0,0,0,0,0
"ENSG00000230828",0,0,0,0,0,0,0,0,2,0
"DPYD",0,20,0,18,5,16,18,0,7,1
"TLCD4",459,644,588,251,100,92,37,0,96,48
"ENSG00000237279",0,0,0,0,0,0,0,0,0,0
"ENSG00000233359",0,0,0,0,0,0,0,0,0,0
"ENSG00000237954",0,12,5,17,4,0,0,0,2,0
"POU3F1",0,0,8,0,4,0,0,0,4,2
"LRRC8D",484,646,766,432,446,86,158,34,160,199
"ENSG00000233129",0,0,0,0,4,0,0,0,0,0
"S1PR1",0,2,0,0,36,0,8,0,0,22
"ENSG00000258634",8,14,6,11,12,0,10,0,10,34
"ENSG00000233557",0,0,0,0,0,0,0,0,0,0
"ENSG00000237897",0,0,0,0,0,0,0,0,0,0
"ELAPOR1",0,0,0,15,4,0,2,2,2,0
"ARHGAP29",717,1076,767,818,648,913,367,194,298,185
"ENSG00000227832",0,0,0,0,0,0,0,0,0,0
"ENSG00000286692",0,0,0,0,2,0,6,0,0,0
"ENSG00000260464",0,0,0,0,0,0,0,0,0,0
"LINC02790",0,0,0,0,0,0,0,0,0,0
"ENSG00000231996",0,0,0,0,0,0,2,20,0,0
"ENSG00000273204",0,0,0,0,0,1,6,13,0,0
"PGM1",12,0,12,26,32,0,0,22,130,118
"IGSF21",2,0,0,0,0,0,0,0,4,0
"COA7",88,158,138,106,96,92,104,136,264,430
"RNPC3-DT",0,0,0,0,0,0,0,0,4,0
"ENSG00000215871",0,0,0,4,2,0,0,0,0,0
"ENSG00000287372",0,0,0,0,0,0,4,0,4,0
"ENSG00000232542",0,0,0,0,0,0,0,0,0,0
"OLFML3",0,0,0,0,0,0,0,0,40,2
"ENSG00000287756",0,0,0,0,0,0,0,2,10,0
"ENSG00000284652",0,0,0,0,0,0,0,0,0,0
"GCLM",392,462,418,414,184,248,14,3,330,348
"TGFBR3",154,217,104,134,97,0,73,209,828,605
"ENSG00000232185",0,0,0,0,0,0,0,0,2,2
"VAV3-AS1",68,154,112,190,78,62,15,23,2,0
"RPS20P6",0,0,0,4,0,2,0,2,14,4
"RPL21P23",0,0,0,0,0,0,0,0,4,2
"ENSG00000224685",0,0,0,0,0,0,0,0,0,0
"ENSG00000287076",2,0,0,2,0,0,8,0,0,0
"ENSG00000237480",0,0,0,0,0,0,0,0,6,0
"ENSG00000271252",0,0,0,0,0,0,0,0,2,14
"ENSG00000230427",0,0,0,0,0,0,0,0,1,0
"MTND3P21",0,0,0,0,0,0,0,0,2,0
"ENSG00000286758",0,0,0,12,2,0,0,0,0,0
"ELAVL4-AS1",2,0,0,0,0,4,15,0,0,0
"LOC124904580",0,0,0,0,2,34,0,0,0,0
"SZT2",10,18,22,24,22,5,10,16,40,42
"ENSG00000225183",0,0,0,0,0,0,8,29,0,1
"ENSG00000230402",0,0,0,0,0,0,0,0,0,0
"PHTF1",705,639,696,496,266,201,204,298,70,114
"ENSG00000238122",0,0,0,0,0,0,0,0,2,0
"ENSG00000260879",0,0,0,0,0,0,0,0,0,0
"ENSG00000283354",0,0,0,0,0,0,0,0,0,0
"RPL21P26",0,0,0,0,0,0,0,0,0,0
"ENSG00000236360",0,0,0,0,0,0,0,0,0,0
"RPSAP19",8,16,4,8,14,4,14,22,134,108
"ENSG00000234332",6,0,2,2,2,6,0,6,2,10
"F3",0,2,0,0,0,0,4,0,450,267
"FTH1P22",0,0,0,0,0,0,0,0,0,0
"RPL7L1P21",0,0,0,3,0,0,0,0,0,0
"ENSG00000224238",0,0,0,0,0,0,0,0,0,0
"LINC01739",0,0,0,0,0,0,0,1,0,0
"ENSG00000162699",0,0,0,0,0,0,0,2,0,0
"VCAM1",0,6,12,13,4,0,6,0,0,2
"HSP90B3P",0,0,0,0,0,0,0,0,4,0
"ENSG00000270457",0,0,0,0,0,0,0,0,0,0
"HSD3BP2",0,0,0,0,0,0,0,0,0,2
"LINC01787",0,0,0,0,12,0,0,0,0,0
"SEC63P1",2,0,4,8,0,11,8,8,18,10
"CYP4A27P",0,0,0,0,0,0,0,0,0,0
"LINC01708",79,60,35,57,43,172,49,117,0,0
"MTATP6P13",0,0,0,0,0,2,0,0,0,0
"LOC100287840",0,0,0,0,0,0,0,0,0,0
"ENSG00000229201",4,0,2,4,2,0,0,39,0,0
"GPR88",0,1,0,0,0,1,0,0,4,0
"RWDD3",3,3,0,1,2,0,27,34,27,36
"MAN1A2",140,210,278,224,231,130,110,152,404,527
"LRIG2-DT",0,0,0,0,0,2,0,0,2,2
"LPAR3",0,0,0,0,0,22,0,0,0,0
"ENSG00000228852",0,0,0,0,0,0,0,0,0,0
"LINC02868",0,0,0,0,0,22,0,0,0,0
"ENSG00000233482",0,0,0,0,7,0,8,0,0,0
"LINC01753",0,0,0,0,0,0,0,0,0,0
"DPYD-AS1",0,0,0,0,0,0,0,0,2,0
"CTTNBP2NL",1122,1978,1656,2431,1312,1495,427,371,70,68
"RPS2P14",0,8,0,0,0,0,0,11,0,0
"ENSG00000223575",6,4,4,2,8,2,2,0,0,0
"LINC01676",0,0,0,0,0,0,0,0,2,0
"LINC01525",0,0,0,0,0,0,1,0,1,0
"ENSG00000272715",0,0,0,0,0,0,0,0,0,0
"ENSG00000235038",0,0,0,0,0,0,0,0,0,0
"STRIP1",82,50,172,98,91,58,44,100,48,27
"ENSG00000226415",2,2,2,2,4,0,0,14,176,253
"SLC25A24",0,0,0,0,0,0,23,0,102,97
"CIMAP3",30,38,0,14,16,235,4,12,44,193
"ENSG00000230434",0,0,0,0,0,2,0,0,0,0
"ENSG00000230718",0,0,0,0,0,0,0,0,0,0
"TSPAN2",0,0,0,0,0,4,4,0,0,0
"ENSG00000235595",0,0,0,0,0,0,0,4,0,0
"LINC01776",0,0,0,0,1,0,0,0,0,0
"RPL26P9",0,0,0,0,0,0,0,0,0,0
"LRIG2",64,92,124,60,32,113,98,475,109,51
"ENSG00000279513",0,0,0,0,0,0,0,0,0,12
"SLC35A3",219,219,333,108,128,342,12,7,100,183
"ENSG00000280186",0,0,0,0,0,0,6,0,0,0
"ENSG00000223906",0,0,0,0,0,0,0,0,0,0
"AGL",59,60,134,4,102,55,405,142,5753,2931
"SLC6A17",17,6,16,29,12,0,2,0,0,0
"ENSG00000259946",0,0,0,0,0,0,0,0,0,0
"CD101-AS1",10,0,0,0,0,0,0,0,6,0
"HSD3B2",0,0,0,0,0,0,0,0,2,2
"ENSG00000228086",0,0,0,0,0,0,0,0,0,0
"RPL7AP17",0,0,0,0,0,0,0,0,0,0
"ENSG00000234020",0,0,0,0,0,0,0,38,12,16
"RPS3AP12",0,0,0,0,0,0,0,0,0,0
"ENSG00000231072",0,0,0,0,0,0,0,2,0,0
"LOC101929178",0,0,0,0,0,0,0,0,0,0
"RNPC3",322,345,565,461,352,437,173,219,184,162
"SNX7",6,24,8,4,21,0,9,11,178,148
"LINC01709",34,74,33,32,10,0,4,0,1,2
"SLC30A7",918,1700,1303,1676,412,1196,417,882,430,316
"SEC22B",766,1444,586,1396,226,348,248,1021,756,943
"CYP4A44P",0,0,0,0,0,0,0,0,0,0
"LOC101060164",0,0,0,0,0,0,0,0,0,0
"PTGFRN",180,188,264,240,46,178,44,58,80,40
"ENSG00000187481",0,0,0,0,0,0,0,0,4,0
"BCAS2",1824,1864,1534,1636,816,1874,339,940,1029,1563
"ZNF326",12,70,30,22,40,94,158,244,305,355
"TENT5C-DT",0,0,3,0,0,0,0,0,0,0
"TRIM45",538,867,358,512,168,186,24,36,0,34
"ENSG00000223416",4,4,4,8,4,0,16,12,50,10
"NBPF17P",0,0,0,0,0,2,0,0,7,0
"SEPTIN2P1",0,0,0,2,2,0,0,0,2,0
"DPYD-AS2",0,0,0,0,0,0,0,0,0,0
"VANGL1",44,52,94,44,24,46,12,0,34,4
"LINC02788",0,0,0,0,0,0,0,0,0,0
"ENSG00000226755",0,0,0,0,0,0,0,0,0,0
"LINC01780",0,0,0,0,0,0,0,0,1,0
"TENT5C",11186,14534,14213,13088,8394,6974,1472,1546,26,8
"ENSG00000277095",0,0,0,0,0,0,0,0,0,2
"ENSG00000234283",0,0,0,0,0,0,0,0,8,7
"GAPDHP74",0,0,0,0,0,0,0,0,0,0
"KMT2CP3",0,0,0,0,0,0,0,0,0,0
"ENSG00000264145",0,0,0,0,0,0,0,0,0,0
"MTND5P20",0,0,0,0,0,0,0,0,0,0
"SYCP1",0,0,0,0,12,0,125,164,2,6
"ENSG00000224335",0,0,0,0,0,0,0,0,0,0
"ENSG00000277702",0,0,0,0,0,4,6,0,0,0
"PIP5K1A",32,76,38,8,28,0,168,651,198,290
"GDAP2",542,529,607,654,383,222,399,975,163,276
"NEFHP1",0,2,0,0,0,0,0,0,0,0
"ENSG00000230546",0,0,0,0,0,0,0,0,0,0
"ENSG00000213262",0,0,0,0,3,0,2,0,0,0
"ENSG00000287015",0,0,0,0,0,0,0,0,0,0
"ENSG00000235526",1,8,2,23,5,0,0,0,0,0
"ENSG00000228347",2,0,2,2,0,0,0,0,0,0
"ENSG00000236012",6,2,4,0,0,0,0,0,6,12
"LOC100419654",0,0,0,0,0,0,0,0,0,0
"TSHB",0,0,0,0,0,0,0,0,0,0
"WDR3",14,0,22,0,22,38,461,511,257,361
"LINC02798",0,0,0,0,2,0,0,0,11,0
"PSMC1P12",0,0,0,0,0,0,0,0,4,0
"SLC22A15",10,0,18,4,22,0,0,0,4,18
"SCNM1",146,134,84,244,194,250,2630,5418,551,1061
"FLG",0,0,0,0,0,0,2,2,4,0
"ALX3",0,0,0,0,0,0,0,0,0,0
"ENSG00000228453",0,0,0,0,0,0,0,0,0,0
"ENSG00000274642",0,0,0,0,6,11,18,32,1,4
"NHLH2",0,0,0,0,0,10,0,2,0,0
"TRIM33",2924,3319,3443,2210,1720,1692,380,286,902,842
"ENSG00000237975",0,4,10,0,0,0,2,34,16,39
"ENSG00000261168",0,3,0,6,0,0,0,0,0,0
"LOC105378930",0,0,0,0,0,0,1,0,0,4
"ENSG00000229283",0,0,0,0,0,0,0,0,0,0
"LOC100421116",0,0,0,0,0,0,0,0,0,0
"LOC105378933",0,0,0,0,0,0,0,0,0,0
"CDC14A",11,0,0,0,21,113,37,7,56,3
"CD53",0,0,0,0,12,19,4,14,1143,1299
"RLIMP2",0,0,0,0,0,0,0,0,0,0
"MTIF2P1",0,0,0,0,0,0,0,0,2,0
"ENSG00000227700",0,0,0,0,0,0,0,0,0,0
"ENSG00000229911",0,0,0,0,0,0,0,0,0,0
"FLG2",0,0,0,0,0,0,0,0,2,4
"SRGAP2C",112,168,104,72,36,44,21,12,90,98
"ENSG00000270719",0,0,0,0,0,0,0,0,0,0
"SPAG17",0,0,0,0,8,0,5,59,11,3
"SRGAP2-AS1",0,0,1,0,0,0,0,4,0,0
"TTF2",424,754,612,1358,460,1126,108,329,102,254
"UBE2WP1",0,0,0,0,4,0,0,0,0,0
"RPL6P2",0,0,0,0,0,0,0,0,0,0
"SLC6A17-AS1",0,0,0,0,0,0,0,0,0,0
"ENSG00000214204",0,0,2,0,0,0,0,0,0,0
"MAGI3",66,123,111,100,48,0,71,17,84,245
"ENSG00000225650",0,0,0,0,0,0,0,0,0,0
"KCNC4-DT",4,22,4,61,4,0,9,5,0,0
"LINC01649",0,0,0,0,0,0,0,0,0,0
"RPL26P10",0,0,0,0,0,0,0,0,0,0
"UBL4B",0,0,0,0,0,0,0,0,0,0
"GABPB2",82,148,94,108,113,33,94,336,66,106
"ENSG00000230932",0,0,0,0,0,0,0,0,0,1
"CD5L",0,0,0,0,0,0,0,1,4,5
"ENSG00000228826",0,0,0,0,0,0,0,0,2,0
"LINC01761",0,0,0,0,0,0,0,0,0,0
"CDK4P1",0,0,0,0,0,0,0,0,0,0
"ENSG00000228420",0,0,0,0,2,0,0,0,3,0
"RPS19P2",0,0,0,0,0,0,0,0,2,0
"ENSG00000250890",0,0,0,0,0,0,0,0,0,0
"ENSG00000232240",0,0,0,0,0,0,0,0,0,0
"HAO2-IT1",0,0,0,0,0,0,0,0,0,0
"ENSG00000286151",0,0,0,0,0,0,2,17,0,0
"ENSG00000234388",0,0,0,0,0,0,0,0,0,0
"LINC02772",0,0,0,0,8,2,0,0,0,0
"ENSG00000233717",0,0,0,0,0,0,0,0,0,0
"LYSMD1",173,114,112,82,60,68,636,996,104,53
"ENSG00000241975",0,2,0,0,0,0,0,0,2,2
"LOC101928952",0,0,0,0,0,0,0,0,0,0
"ENSG00000270976",0,0,0,0,0,0,0,0,0,0
"ENSG00000228217",2,0,10,0,2,4,10,14,10,4
"ENSG00000270342",0,0,0,0,0,0,0,0,0,0
"DENND2C",4,30,16,17,21,271,63,71,287,415
"ENSG00000231100",0,0,0,0,0,0,0,0,0,0
"CD2",0,0,0,0,0,0,0,0,4,1
"ENSG00000235887",0,0,0,0,0,0,1,1,0,1
"ENSG00000237460",0,0,0,0,0,0,0,0,0,0
"RPS15P1",0,6,0,0,3,0,4,0,0,4
"DEPDC1",2,10,14,16,19,0,111,88,361,455
"ENSG00000236480",0,0,0,0,0,0,0,0,0,4
"ENSG00000235756",0,0,0,0,0,0,0,0,2,0
"ENSG00000173810",0,0,0,0,0,0,0,0,0,0
"ENSG00000235005",0,0,0,0,0,0,0,0,0,0
"ENSG00000271890",0,0,0,0,0,0,0,0,0,2
"ENSG00000227425",0,0,0,0,0,0,0,0,0,0
"ENSG00000225279",0,0,0,0,0,0,0,0,0,0
"ENSG00000229101",0,0,0,0,0,0,0,0,0,2
"ENSG00000239216",0,0,0,0,0,0,0,0,0,0
"ENSG00000283360",0,0,0,0,2,1,22,86,0,1
"GPR89B",46,104,74,116,38,32,133,126,164,175
"ENSG00000227907",0,0,0,0,0,0,0,0,0,0
"NR1H5P",0,0,0,0,0,0,9,0,0,0
"ENSG00000261055",0,0,0,0,0,0,0,0,2,0
"ENSG00000231613",0,0,0,0,0,0,0,0,0,0
"GTF2B",3140,4027,3881,2273,1454,996,2772,5015,1387,1756
"MTCO2P21",0,0,0,0,0,0,0,0,0,0
"DEPDC1-AS2",0,0,0,0,0,0,0,0,0,8
"TNFSF4",0,0,0,0,0,0,0,0,2,0
"ENSG00000230946",0,0,0,0,0,0,0,0,1,2
"ENSG00000226028",0,0,0,0,0,0,0,0,0,0
"KCNJ9",0,0,0,0,0,0,0,0,4,0
"ENSG00000229021",0,0,0,0,0,0,0,0,6,2
"ENSG00000203825",0,0,0,0,0,0,0,0,0,1
"CSF1",0,0,0,0,5,0,0,1,9,0
"MTATP6P14",0,0,0,0,0,0,0,0,0,0
"ENSG00000242943",0,0,0,0,0,0,0,0,0,0
"ENSG00000233203",0,0,0,2,0,10,0,0,0,0
"LOC100421402",0,0,0,0,0,2,0,10,12,10
"LINC02805",1,0,0,2,0,0,0,2,59,12
"TNFAIP8L2",0,0,0,0,0,0,0,5,0,0
"LOC127814295",11,0,23,26,16,0,4,55,10,0
"FMO8P",0,0,0,0,0,0,0,2,0,0
"RPL7AP19",0,0,0,0,0,0,0,0,2,0
"ENSG00000177173",2,0,2,2,0,0,0,0,0,0
"ENSG00000238022",0,0,0,0,0,0,0,0,0,0
"LINC01307",0,0,0,0,18,0,0,0,0,1
"IGSF8",0,0,0,0,0,0,0,12,8,0
"MPC2",238,231,222,450,106,175,158,82,254,257
"TLCD4-RWDD3",0,0,2,0,0,0,1,4,0,2
"SLC25A24P2",0,0,2,0,0,0,4,1,0,0
"ENSG00000276118",7,9,2,1,0,1,1,0,0,0
"FMO11P",0,0,0,0,0,0,0,0,0,1
"LINC00624",6,0,0,0,39,2,107,108,104,61
"FIRRM",49,60,107,56,27,10,142,274,94,130
"FAM78B",0,0,0,0,0,0,0,0,2,2
"ENSG00000275075",0,0,0,0,0,0,0,0,0,0
"LAMC1",440,424,642,454,390,209,142,314,1406,1113
"LOC401957",0,0,0,0,0,0,4,24,4,4
"ENSG00000227722",0,0,0,0,2,0,0,2,0,0
"ENSG00000285922",0,0,0,0,14,0,0,0,0,0
"ENSG00000275801",0,0,0,0,0,0,0,0,0,0
"MGST3",544,569,799,397,243,354,300,191,1038,1000
"CASQ1",0,0,0,0,3,40,22,0,11,3
"LOC124904441",0,0,0,0,1,0,102,88,19,6
"ENSG00000232212",0,0,4,0,0,0,0,0,0,0
"ILF2",1435,2935,1709,2371,1450,1731,3228,7088,2692,5869
"ENSG00000241042",8,6,11,16,11,15,0,0,0,0
"TIPRL",512,900,588,744,352,562,417,645,585,905
"ENSG00000260322",4,0,0,0,0,0,0,0,10,0
"ENSG00000223495",1,0,0,0,0,0,0,0,0,1
"NME7",751,1216,1418,1043,721,973,272,656,112,142
"RCSD1",0,0,0,0,0,12,3,0,16,1
"FDPSP1",0,0,0,0,0,0,0,0,0,2
"ENSG00000237756",0,0,0,3,0,0,0,0,0,0
"TNR",0,0,0,4,0,0,0,0,6,2
"SFT2D2",187,266,190,289,207,265,445,330,862,448
"ENSG00000203307",5,14,29,23,21,61,0,0,0,0
"UCK2",105,108,116,92,45,23,20,12,140,91
"ENSG00000271187",0,0,0,0,0,0,0,0,0,0
"ENSG00000274562",0,0,0,0,0,0,0,0,1,0
"PIGM",42,74,108,114,124,0,6,2,40,54
"LINC01720",0,0,0,0,0,0,0,0,4,0
"XCL2",0,0,0,0,1,4,5,0,0,2
"ENSG00000272931",0,0,0,0,0,0,0,0,0,2
"POU2F1",302,405,329,462,196,726,105,163,269,293
"ENSG00000225475",0,0,4,0,2,0,10,4,8,10
"ENSG00000230898",0,0,0,0,0,0,8,0,0,0
"CNN2P10",0,0,0,0,0,0,0,0,2,0
"ENSG00000224698",0,0,0,0,0,0,0,1,0,0
"LOC105371622",6,0,0,6,4,0,10,0,0,15
"KIFAP3",171,394,267,439,211,906,186,196,380,447
"ENSG00000235303",0,0,0,0,0,0,0,0,0,0
"ENSG00000234810",174,130,133,169,84,59,75,17,9,0
"LAMC1-AS1",0,0,0,0,0,0,0,0,0,1
"ENSG00000235628",0,0,0,0,0,0,0,0,0,0
"MTCO1P14",0,0,0,0,0,0,0,0,0,0
"TBX15",0,0,0,0,0,0,3,4,4,0
"ENSG00000238270",0,0,0,0,0,0,0,0,0,0
"ENSG00000285894",354,401,309,258,128,212,51,38,0,0
"ENSG00000236025",0,0,0,0,0,0,0,0,0,0
"ENSG00000230687",0,0,0,0,0,0,0,0,0,0
"LOC101928628",0,0,0,0,4,0,0,0,0,0
"ENSG00000283255",0,0,0,0,0,0,0,0,0,0
"PEA15-AS1",0,0,0,0,0,0,0,0,2,0
"RPL34P1",0,0,0,0,0,0,0,0,0,0
"ENSG00000286754",0,0,0,0,0,0,0,0,2,0
"RPL26P11",0,0,0,0,0,0,0,0,0,0
"ENSG00000236364",0,0,0,0,0,1,0,2,2,2
"CD48",0,0,0,0,0,0,0,0,27,21
"MRPS10P1",0,0,0,0,0,0,0,0,0,0
"RXRG",0,0,0,0,0,0,0,0,0,0
"ENSG00000275767",0,0,0,0,0,0,0,0,0,0
"LINC01657",0,0,0,0,0,0,0,0,0,0
"TPR",1796,2622,2460,2329,1632,3827,454,775,1274,2001
"ENSG00000231992",0,0,1,0,1,0,0,0,0,0
"ATP1A2",0,0,0,0,0,4,0,14,13,4
"METTL18",292,400,113,238,79,2,171,341,141,95
"LOC105379825",0,0,0,2,0,26,0,0,2,0
"LINC01680",0,0,0,0,0,0,0,0,0,0
"LOC101928372",0,0,0,0,2,0,6,0,13,0
"CHIA",0,2,0,0,0,0,0,0,21,63
"PRELID1P7",0,0,0,0,0,0,0,0,0,2
"ENSG00000254154",0,0,0,0,4,0,0,2,2,0
"EXTL2",4,0,4,0,10,0,139,190,132,86
"ENSG00000238108",0,0,0,0,0,0,0,0,0,0
"ENSG00000214262",0,0,0,0,0,0,0,0,0,0
"EWSR1P1",4,2,4,4,2,0,6,8,12,16
"DDX59",1156,1904,1488,1380,828,988,414,395,157,340
"NIBAN1",24,4,31,73,33,1,0,0,2,0
"LPGAT1-AS1",0,0,0,0,0,0,0,0,0,2
"ENSG00000287472",0,0,0,0,0,0,0,0,0,0
"ENSG00000241318",0,0,0,0,0,0,12,0,2,0
"ENSG00000228238",0,0,0,0,0,0,0,0,0,0
"RPL5P6",2,4,4,0,2,4,6,4,4,0
"OR10J5",0,0,0,0,0,0,0,0,0,0
"LAMC2",0,0,0,0,2,0,0,0,28,10
"DDX59-AS1",0,0,0,0,0,2,2,0,0,0
"CD58",11,6,1,0,4,0,12,26,28,32
"ENSG00000232917",4,4,0,0,0,2,2,0,22,6
"EEF1A1P14",0,2,0,2,0,0,2,2,6,10
"LOC107985453",0,0,0,0,0,0,0,0,0,0
"RPS29P4",0,0,0,0,0,0,0,0,0,0
"GPA33",0,0,0,0,0,0,1,0,0,2
"XCL1",0,0,0,2,4,2,24,0,4,0
"ENSG00000260976",0,0,0,0,0,0,2,0,0,0
"ENSG00000235215",2,9,11,30,11,5,1,0,4,2
"ENSG00000224691",0,0,0,0,0,0,0,23,0,0
"ENSG00000286572",0,4,0,0,4,0,0,0,2,0
"ENSG00000235101",0,0,0,0,0,4,0,0,0,0
"ENSG00000228215",0,0,0,0,1,0,2,2,1,0
"KCNJ10",2,0,0,0,0,0,0,4,0,0
"ENSG00000233626",0,0,0,0,0,0,0,0,0,0
"ENSG00000233691",0,0,0,0,4,0,1,64,0,2
"ENSG00000283518",15,19,20,10,24,0,15,0,0,0
"LOC100420658",0,0,0,0,0,0,0,0,0,0
"NUF2",827,1598,704,1341,706,806,147,424,322,311
"ENSG00000235827",414,456,531,542,839,181,71,10,0,0
"LOC646870",0,0,0,0,0,0,0,0,0,0
"ENSG00000231714",9,35,21,12,3,0,5,0,0,0
"SLC60A1",99,114,118,14,56,2,10,0,7,2
"TBX19",0,0,0,0,0,0,0,0,23,10
"ENSG00000224837",0,0,0,2,2,0,0,2,42,12
"NR5A2",151,181,159,219,151,0,119,60,107,105
"LINC02803",0,0,0,0,0,0,6,0,60,19
"ENSG00000260990",0,0,0,0,0,0,0,0,0,0
"SCYL3",64,150,123,88,69,104,164,274,31,87
"DUSP10",583,1111,730,906,545,400,82,26,24,12
"ENSG00000285638",17,6,10,4,10,2,2,0,0,0
"ENSG00000284592",0,0,0,0,0,0,0,0,0,0
"LOC647132",0,0,0,0,0,0,0,0,0,0
"LINC02802",0,0,0,0,0,0,0,0,0,0
"QRSL1P1",2,0,0,2,0,0,0,0,0,2
"ENSG00000228167",0,0,0,0,0,0,0,0,0,0
"ENSG00000225325",0,0,0,0,0,0,0,0,0,0
"ENSG00000223344",0,0,0,0,0,0,10,0,0,0
"ENSG00000150732",0,0,0,0,0,0,0,0,0,0
"NMNAT2",0,0,0,2,0,0,6,0,23,0
"ENSG00000288139",0,0,0,0,0,0,0,0,0,0
"LINC01139",0,0,0,0,6,0,0,8,0,0
"TARBP1",346,463,364,149,157,82,20,4,66,136
"ENSG00000237379",2,0,0,0,2,0,0,0,0,0
"ENSG00000232959",0,0,0,0,0,0,0,0,3,0
"LY9",0,0,0,0,0,0,0,0,17,18
"TDRD5",28,97,62,140,102,2,10,54,8,0
"ISCUP1",0,0,0,2,0,0,4,0,0,0
"LOC100131939",0,0,0,0,0,0,0,0,0,0
"ENSG00000229220",0,0,0,0,0,0,2,0,0,0
"SCCPDH",294,300,224,214,200,54,104,65,71,51
"ELK4",566,754,756,698,320,480,122,133,156,54
"ENSG00000227747",0,0,0,0,0,0,0,17,0,0
"ENSG00000228081",0,0,0,0,0,0,0,0,0,0
"ENSG00000228020",0,0,0,0,0,0,0,0,0,0
"FTH1P2",26,18,20,18,23,10,22,16,38,52
"TFB2M",262,284,408,282,222,202,2217,5581,604,546
"ENSG00000271427",0,0,0,0,0,0,0,0,0,2
"LYPLAL1",853,1175,779,1056,554,402,79,20,169,342
"MPZL1",248,380,211,102,126,153,271,225,1186,1746
"INTS7",320,622,460,514,263,492,120,264,414,430
"ENSG00000230777",0,0,6,2,0,4,14,6,24,19
"CATSPERE",2,0,5,0,2,0,19,0,2,50
"ENSG00000224540",31,60,6,15,8,0,0,0,0,0
"PRDX6",108,238,186,150,183,40,338,256,2564,3587
"EDARADD",0,0,2,0,4,1,48,36,21,35
"ENSG00000229067",0,2,4,2,2,0,10,6,48,10
"FMO7P",0,0,0,0,0,56,0,0,0,0
"ENSG00000227711",0,3,0,4,0,0,0,0,2,0
"LINC03121",0,0,4,0,2,0,0,0,0,0
"RPL35AP6",0,0,0,0,0,0,0,0,0,0
"ENSG00000227925",8,14,3,2,0,0,0,0,2,0
"BRINP3",2,0,0,0,10,31,0,0,0,0
