"","zygote_r1","zygote_r2","twoC_r1","twoC_r2","fourC_r1","fourC_r2","eightC_r1","eightC_r2","ICM_r1","ICM_r2"
"ENSG00000125741",28,12,6,14,8,0,23,134,118,70
"ENSG00000177464",0,2,0,0,0,0,16,0,0,0
"ENSG00000284544",0,0,0,0,0,0,0,0,0,0
"ENSG00000018869",12,30,26,26,14,84,0,18,15,2
"ENSG00000196605",28,78,30,73,35,14,12,12,8,0
"ENSG00000197766",35,8,0,16,2,26,11,16,8,39
"ENSG00000105639",0,0,6,0,0,0,0,0,2,36
"ENSG00000105640",917,1578,1100,2416,1258,2728,2183,7635,9201,16071
"ENSG00000207166",0,0,0,0,0,0,0,0,0,0
"ENSG00000279617",0,0,0,0,0,0,0,0,0,0
"ENSG00000105641",10,8,2,2,0,0,34,78,36,46
"ENSG00000142405",28,29,32,16,36,0,6,78,28,49
"ENSG00000289102",0,0,0,0,0,0,8,6,12,2
"ENSG00000288953",6,26,0,4,11,0,9,63,23,72
"ENSG00000269825",2,3,0,13,2,0,55,162,287,139
"ENSG00000197857",270,502,366,324,112,429,144,126,178,205
"ENSG00000189430",14,29,13,30,4,0,0,24,6,2
"ENSG00000275012",0,0,0,0,0,0,0,0,0,0
"ENSG00000022556",3508,3330,4168,3434,2886,2743,1015,881,4268,5822
"ENSG00000243494",0,0,0,0,0,0,0,0,2,0
"ENSG00000267265",3,5,7,2,4,0,8,8,5,14
"ENSG00000088053",0,0,0,0,0,2,0,0,0,0
"ENSG00000267149",0,0,0,0,0,0,0,11,0,0
"ENSG00000160439",30,38,55,81,23,15,33,28,28,62
"ENSG00000189013",0,0,0,0,0,0,0,0,0,4
"ENSG00000268238",0,0,0,0,0,0,0,0,0,0
"ENSG00000124440",0,18,16,20,8,12,12,4,16,6
"ENSG00000199796",0,0,0,0,0,0,0,0,0,0
"ENSG00000269124",0,0,0,0,0,0,0,0,0,0
"ENSG00000011485",8,8,2,0,2,0,12,0,116,86
"ENSG00000268810",0,0,0,0,0,0,0,0,0,0
"ENSG00000169515",18,14,12,0,0,2,0,16,8,0
"ENSG00000189348",2,0,2,10,75,208,22,63,0,0
"ENSG00000180532",54,0,84,332,4208,17764,14631,44969,0,260
"ENSG00000268536",0,2,2,5,0,0,7,10,0,0
"ENSG00000141965",16,12,19,30,16,4,0,2,14,0
"ENSG00000269604",0,0,0,0,0,0,0,0,0,0
"ENSG00000127666",14,4,8,28,8,0,6,0,4,0
"ENSG00000267484",0,0,0,0,0,0,0,0,0,0
"ENSG00000105355",49,28,38,26,3,0,32,21,43,49
"ENSG00000205784",0,0,0,0,0,0,0,0,7,2
"ENSG00000276043",15419,12022,12542,7996,6170,6192,1430,778,88,142
"ENSG00000267059",0,0,0,0,0,0,0,0,0,0
"ENSG00000127540",27,12,26,32,22,12,17,14,522,437
"ENSG00000263409",0,0,0,0,0,0,0,0,0,0
"ENSG00000252933",0,0,0,0,0,0,0,0,0,0
"ENSG00000171124",0,0,0,0,0,0,0,20,4,32
"ENSG00000289539",0,0,0,0,2,0,21,130,0,0
"ENSG00000240626",0,0,0,0,0,0,0,0,0,0
"ENSG00000277013",0,0,0,0,0,50,60,68,2,0
"ENSG00000166359",0,0,0,0,0,0,2,0,4,0
"ENSG00000289378",0,0,0,0,0,0,0,0,2,0
"ENSG00000130881",4,2,0,0,4,0,0,0,2,2
"ENSG00000267054",0,0,0,0,0,0,0,0,0,0
"ENSG00000273420",0,0,0,0,0,0,0,0,0,0
"ENSG00000130876",0,0,0,0,0,0,0,0,2,0
"ENSG00000267714",0,0,0,0,0,0,0,4,4,0
"ENSG00000270212",0,0,0,0,0,0,0,0,0,0
"ENSG00000267580",0,0,0,0,0,0,0,0,0,0
"ENSG00000267727",0,0,0,0,0,0,0,0,0,0
"ENSG00000267296",0,0,0,0,0,0,0,0,2,0
"ENSG00000267130",0,0,0,0,0,0,0,0,4,0
"ENSG00000243864",0,0,0,0,0,0,0,0,0,0
"ENSG00000266899",0,0,0,0,0,0,0,0,0,0
"ENSG00000153879",894,1196,1080,976,585,748,374,831,430,912
"ENSG00000266985",0,0,0,0,2,2,0,0,0,0
"ENSG00000232429",0,0,0,2,0,0,8,16,22,8
"ENSG00000104904",592,1144,888,1131,344,357,1062,2913,4894,9338
"ENSG00000273734",0,0,0,0,0,0,0,0,0,0
"ENSG00000188305",0,0,0,0,0,0,0,0,0,0
"ENSG00000288156",0,0,0,0,2,0,0,4,0,2
"ENSG00000220008",0,2,4,0,0,0,0,0,0,2
"ENSG00000250799",0,0,0,0,0,0,0,0,2,0
"ENSG00000229833",35,28,64,13,35,17,116,177,63,63
"ENSG00000076944",2,0,0,1,0,1,0,4,2,0
"ENSG00000124299",10,16,18,18,14,0,3,5,156,207
"ENSG00000177558",0,0,0,2,0,0,0,0,0,0
"ENSG00000262497",0,0,0,0,0,0,0,0,0,0
"ENSG00000271366",0,0,0,0,0,0,0,0,0,0
"ENSG00000268947",0,0,0,0,0,0,0,0,2,0
"ENSG00000288942",2,0,0,0,0,0,0,0,0,0
"ENSG00000105698",8,50,64,70,48,82,14,28,16,42
"ENSG00000105697",0,0,0,0,0,0,0,2,0,0
"ENSG00000105695",0,2,0,0,0,0,0,0,4,36
"ENSG00000105699",15,5,24,26,20,7,7,26,167,17
"ENSG00000268034",0,2,0,4,0,2,6,8,14,24
"ENSG00000269800",2,0,2,0,9,0,2,2,0,0
"ENSG00000268355",0,0,0,0,14,0,18,0,0,0
"ENSG00000268027",0,0,0,6,21,0,6,11,10,0
"ENSG00000007129",0,0,0,0,0,0,0,0,4,1
"ENSG00000280014",0,0,0,0,0,0,0,0,1,0
"ENSG00000269266",0,0,0,0,0,0,0,0,0,0
"ENSG00000105352",0,0,0,0,0,0,0,0,4,0
"ENSG00000268997",0,0,0,0,0,0,0,0,0,0
"ENSG00000269354",0,0,0,0,0,0,0,0,0,0
"ENSG00000268582",0,0,0,0,0,0,0,0,0,0
"ENSG00000007306",0,0,0,0,4,0,0,0,3,36
"ENSG00000105388",0,0,0,2,0,62,0,0,16,0
"ENSG00000267881",0,0,0,0,0,0,0,0,0,0
"ENSG00000086548",0,0,0,0,2,0,8,0,149,211
"ENSG00000268833",0,0,0,0,0,0,0,0,0,0
"ENSG00000170956",0,0,0,4,0,4,0,2,5,1
"ENSG00000269119",0,0,2,0,0,0,0,0,0,0
"ENSG00000278239",14,33,21,2,21,97,14,0,4,0
"ENSG00000273111",170,624,264,482,177,234,30,76,8,0
"ENSG00000142025",60,116,92,122,59,144,12,4,0,0
"ENSG00000105372",5271,6756,6859,10811,7410,9758,10762,28399,13937,19028
"ENSG00000276926",0,0,0,0,0,0,0,0,3,0
"ENSG00000268041",4,4,4,3,6,4,2,0,0,0
"ENSG00000105404",10,22,18,29,13,8,12,27,26,48
"ENSG00000285505",0,0,0,0,0,0,0,0,0,0
"ENSG00000105409",0,0,0,0,0,0,0,0,4,0
"ENSG00000105369",0,0,0,0,0,0,0,0,0,0
"ENSG00000289748",0,0,0,0,0,0,0,0,0,0
"ENSG00000126453",144,162,144,248,85,101,33,176,381,362
"ENSG00000259108",0,0,0,0,5,4,158,256,0,0
"ENSG00000105612",2,0,2,0,0,0,22,6,42,139
"ENSG00000267277",0,0,0,0,0,0,0,0,0,0
"ENSG00000202357",0,0,0,0,0,0,0,0,0,0
"ENSG00000274713",0,0,0,0,0,0,0,0,0,0
"ENSG00000244080",0,0,0,0,0,0,0,0,0,0
"ENSG00000130165",268,452,484,592,576,484,314,795,368,494
"ENSG00000105392",2,0,0,0,0,0,0,0,0,2
"ENSG00000178928",0,0,0,0,56,199,701,1508,0,0
"ENSG00000130475",76,58,88,136,46,3,6,4,10,3
"ENSG00000072062",40,52,66,62,32,22,16,109,15,20
"ENSG00000289762",0,0,0,0,0,0,0,0,0,0
"ENSG00000276030",0,0,0,0,0,0,0,0,0,0
"ENSG00000268442",0,0,0,0,0,0,0,1,4,0
"ENSG00000171051",0,0,0,0,0,0,0,0,2,0
"ENSG00000105397",62,90,110,152,37,4,16,46,38,96
"ENSG00000251369",70,92,117,136,50,128,90,152,24,22
"ENSG00000259009",0,0,0,0,54,417,358,1045,2,0
"ENSG00000105398",0,0,0,0,7,28,32,39,18,20
"ENSG00000188493",166,186,172,306,128,272,46,136,62,62
"ENSG00000077312",54,96,52,122,46,68,15,23,416,136
"ENSG00000261857",0,0,0,0,0,0,0,0,0,0
"ENSG00000086544",0,0,1,0,0,2,0,0,10,40
"ENSG00000167807",0,0,0,0,0,0,0,0,0,0
"ENSG00000268400",0,0,0,0,0,0,0,0,0,0
"ENSG00000105613",0,0,0,2,0,0,2,0,16,1
"ENSG00000105499",307,289,357,541,383,338,93,237,7,2
"ENSG00000269420",0,0,0,0,0,0,0,0,2,0
"ENSG00000269534",0,0,0,0,1,0,0,0,0,0
"ENSG00000269321",0,0,0,0,0,4,0,0,0,0
"ENSG00000185453",0,0,0,0,4,0,0,1,2,2
"ENSG00000105483",101,72,103,89,39,28,24,1,22,19
"ENSG00000280353",0,0,0,0,0,0,0,0,2,0
"ENSG00000268583",0,11,0,0,0,0,0,0,0,0
"ENSG00000268001",0,0,0,0,0,0,0,4,0,0
"ENSG00000268186",0,0,0,0,0,0,0,1,26,15
"ENSG00000178150",24,2,2,0,0,2,42,120,210,505
"ENSG00000105479",4,2,8,8,0,4,0,0,2,0
"ENSG00000142227",0,2,0,8,2,0,6,6,14,9
"ENSG00000105486",85,102,58,177,74,52,19,80,46,72
"ENSG00000172081",14,40,42,24,16,0,18,0,13,18
"ENSG00000099840",0,2,2,0,0,0,2,0,6,2
"ENSG00000239988",0,0,0,0,0,0,0,0,1,0
"ENSG00000131944",118,88,98,112,28,132,40,70,41,84
"ENSG00000127530",6,16,8,4,6,20,50,86,18,14
"ENSG00000115257",10,6,1,7,2,4,0,2,4,10
"ENSG00000142396",5,20,17,33,14,16,40,37,30,38
"ENSG00000105650",0,0,0,0,0,0,0,7,0,0
"ENSG00000204532",2,4,1,2,328,575,112,102,0,0
"ENSG00000234465",4,0,0,0,2,4,0,2,38,24
"ENSG00000186838",0,0,0,0,0,0,0,0,2,0
"ENSG00000204595",24,58,24,22,34,110,2433,2468,18,90
"ENSG00000179873",11543,12637,17830,12830,14314,19563,4374,3553,4,26
"ENSG00000269720",0,0,0,0,0,0,2,0,0,2
"ENSG00000228567",0,0,0,0,0,0,4,12,2,0
"ENSG00000284638",0,0,0,0,0,0,0,0,0,0
"ENSG00000160007",94,44,118,132,173,100,67,80,84,19
"ENSG00000130751",24,30,28,22,34,0,2,0,14,0
"ENSG00000130748",18,7,25,14,12,0,205,85,290,259
"ENSG00000130749",7,37,15,30,68,40,299,740,223,256
"ENSG00000142230",420,613,702,539,238,235,176,378,363,555
"ENSG00000105327",0,0,0,0,0,2,0,0,16,0
"ENSG00000265134",0,0,0,0,0,0,0,0,0,0
"ENSG00000284411",0,0,0,0,0,0,0,0,0,0
"ENSG00000286669",0,0,0,0,0,0,0,0,0,0
"ENSG00000105321",4,10,14,20,24,14,14,38,20,10
"ENSG00000257704",0,0,0,2,4,0,4,2,4,14
"ENSG00000267858",0,1,0,14,4,0,4,66,8,8
"ENSG00000226696",0,0,0,0,0,0,0,3,2,0
"ENSG00000267530",0,0,0,0,0,0,6,0,2,6
"ENSG00000160877",4,5,0,9,6,2,8,0,9,5
"ENSG00000099341",76,68,88,148,44,86,278,518,1308,2204
"ENSG00000065000",34,22,52,6,27,50,11,17,99,258
"ENSG00000130812",1,4,12,0,0,0,7,0,2,0
"ENSG00000104856",4,2,0,0,0,0,23,4,0,8
"ENSG00000104859",6,22,16,16,12,37,20,4,18,6
"ENSG00000207003",0,0,0,0,0,0,0,3,0,0
"ENSG00000170684",8,2,4,4,12,6,74,104,44,26
"ENSG00000267348",2,0,0,8,6,2,6,35,2,10
"ENSG00000142252",1,1,2,2,0,3,2,6,8,13
"ENSG00000267346",0,0,0,0,0,0,0,0,0,0
"ENSG00000104946",8,10,2,0,3,18,6,8,6,4
"ENSG00000213024",243,294,195,213,145,149,80,60,121,287
"ENSG00000161652",10,0,0,4,0,0,0,0,0,0
"ENSG00000276002",3,1,2,0,0,0,0,0,0,0
"ENSG00000063244",53,79,75,132,72,22,29,37,14,25
"ENSG00000130758",0,8,0,0,2,6,0,2,4,1
"ENSG00000174521",4,0,0,0,1,0,2,4,0,0
"ENSG00000105219",370,404,190,246,84,290,28,0,0,0
"ENSG00000105221",227,204,206,383,254,194,48,64,58,34
"ENSG00000205041",0,0,0,0,0,0,0,0,0,0
"ENSG00000207631",0,0,0,0,0,0,0,0,0,0
"ENSG00000206674",0,0,0,0,0,0,0,0,0,0
"ENSG00000160392",54,56,90,71,86,62,37,131,32,45
"ENSG00000207281",0,0,0,0,0,0,0,0,0,0
"ENSG00000206925",0,0,0,0,0,0,0,0,0,1
"ENSG00000279759",0,0,0,0,0,0,0,0,0,0
"ENSG00000090013",0,0,0,0,0,0,41,77,68,208
"ENSG00000088038",47,78,66,72,60,72,38,32,61,58
"ENSG00000205790",0,0,0,0,0,0,0,0,0,0
"ENSG00000287884",0,0,0,0,0,0,0,0,0,0
"ENSG00000207630",0,0,0,0,0,0,0,0,0,0
"ENSG00000288742",0,0,0,0,0,0,0,0,2,0
"ENSG00000289845",0,0,0,0,0,0,0,0,2,0
"ENSG00000253392",96,104,86,110,42,15,7,24,0,0
"ENSG00000267147",0,6,0,0,0,0,1,0,0,0
"ENSG00000268081",0,2,0,4,0,2,0,14,7,4
"ENSG00000269072",20,53,31,48,16,102,8,1,0,0
"ENSG00000267383",129,268,120,181,79,51,145,211,1073,1162
"ENSG00000225872",0,0,0,0,0,2,2,2,20,0
"ENSG00000267339",0,0,0,0,0,0,0,0,4,0
"ENSG00000289915",0,0,0,0,0,0,0,0,6,0
"ENSG00000289428",0,0,0,6,14,0,4,0,8,0
"ENSG00000289246",0,0,0,0,0,0,0,0,0,0
"ENSG00000272473",0,0,0,0,0,0,28,34,0,4
"ENSG00000290166",0,0,0,0,0,0,0,0,0,0
"ENSG00000267191",0,0,0,0,0,0,0,0,0,10
"ENSG00000225975",42,44,39,16,22,0,4,0,10,0
"ENSG00000269696",0,0,2,16,42,48,14,30,2,0
"ENSG00000286125",0,0,4,0,2,30,40,84,14,4
"ENSG00000289297",0,0,0,0,8,0,18,8,0,0
"ENSG00000267575",10,26,8,14,7,11,84,271,12,8
"ENSG00000268119",296,563,446,144,112,244,780,416,102,74
"ENSG00000289985",0,0,0,0,2,0,38,11,10,7
"ENSG00000289543",2,0,8,0,2,0,0,0,0,0
"ENSG00000268038",0,0,0,0,0,0,1,0,2,0
"ENSG00000267475",23,4,22,0,0,18,0,8,2,2
"ENSG00000213904",22,11,29,26,0,0,8,24,7,15
"ENSG00000290008",0,0,0,0,0,0,0,0,0,4
"ENSG00000277383",1,0,2,0,0,0,0,0,2,0
"ENSG00000267751",0,0,0,1,0,0,51,119,8,2
"ENSG00000288837",0,0,0,0,0,0,0,0,0,0
"ENSG00000290058",8,6,2,12,8,0,18,0,0,0
"ENSG00000266983",0,0,0,0,0,0,6,6,0,0
"ENSG00000283103",28,46,23,64,18,8,33,56,3,8
"ENSG00000268516",4,3,0,0,10,24,17,6,3,6
"ENSG00000290068",0,0,0,0,0,0,0,0,0,0
"ENSG00000290070",0,0,0,0,0,0,0,0,0,0
"ENSG00000289255",2,2,0,0,0,0,0,0,4,0
"ENSG00000267107",8,0,2,8,53,58,268,64,6,4
"ENSG00000242779",12,113,31,84,24,0,10,9,65,128
"ENSG00000166770",253,325,286,421,211,118,378,673,81,69
"ENSG00000176840",4,14,2,0,42,0,100,48,0,0
"ENSG00000232677",834,1058,874,1103,405,393,75,253,60,179
"ENSG00000226686",14,18,27,24,2,0,0,38,5,2
"ENSG00000289471",0,0,0,0,0,0,0,0,2,0
"ENSG00000261824",31,26,54,48,61,100,102,136,59,112
"ENSG00000167747",150,338,260,474,216,633,240,503,894,1397
"ENSG00000279529",0,0,0,0,2,2,16,2,2,2
"ENSG00000268061",0,0,0,4,0,0,0,2,0,6
"ENSG00000254887",0,0,0,0,0,0,0,6,4,3
"ENSG00000290088",21,51,38,22,41,54,15,7,0,26
"ENSG00000267053",3,1,4,9,6,3,3,0,2,14
"ENSG00000176593",1,10,0,0,2,60,8,35,4,8
"ENSG00000288830",0,0,0,0,0,0,0,4,2,0
"ENSG00000130816",54324,30616,80238,41167,77083,29530,24333,9650,137,547
"ENSG00000130158",4,20,8,2,8,6,0,4,33,49
"ENSG00000267082",0,0,0,0,0,0,0,0,3,0
"ENSG00000267174",109,108,150,130,53,0,28,0,0,5
"ENSG00000099617",0,0,0,0,0,2,0,0,0,0
"ENSG00000185761",4,8,5,7,2,19,0,6,12,20
"ENSG00000142556",32,18,68,94,42,48,350,450,215,186
"ENSG00000256087",56,56,40,36,30,4,80,166,60,36
"ENSG00000275055",0,0,2,1,0,0,0,0,1,2
"ENSG00000260160",0,0,0,0,0,0,2,4,0,0
"ENSG00000197608",32,34,26,5,52,16,281,264,21,51
"ENSG00000270248",6,6,16,4,3,4,0,2,0,0
"ENSG00000204611",117,272,175,184,148,630,239,325,7,36
"ENSG00000267827",0,0,0,0,0,0,0,0,0,0
"ENSG00000268458",0,0,0,0,0,0,0,0,0,0
"ENSG00000243680",12,0,12,4,6,4,54,36,78,48
"ENSG00000196267",0,20,12,0,0,2,12,0,45,22
"ENSG00000267927",0,0,0,0,0,0,0,0,0,0
"ENSG00000274380",0,0,0,0,0,0,0,0,0,0
"ENSG00000268015",0,0,0,0,0,0,0,0,2,2
"ENSG00000277562",0,0,0,0,0,0,0,0,0,0
"ENSG00000207265",0,0,0,0,0,0,0,0,0,0
"ENSG00000196214",150,322,328,257,145,134,361,878,158,125
"ENSG00000208002",0,0,0,0,0,0,0,0,0,0
"ENSG00000269102",0,0,0,0,0,0,0,2,0,0
"ENSG00000198464",0,0,0,0,10,2,119,190,932,702
"ENSG00000269535",0,0,0,0,0,0,0,0,6,2
"ENSG00000167554",324,445,474,439,328,322,80,142,38,6
"ENSG00000221923",160,141,140,112,61,235,280,480,153,111
"ENSG00000269834",0,0,17,8,0,1,52,146,22,22
"ENSG00000277977",0,0,0,0,0,0,2,0,0,0
"ENSG00000167555",134,167,292,328,137,326,141,145,17,44
"ENSG00000269776",0,0,0,0,0,0,0,0,0,0
"ENSG00000198633",156,288,194,250,162,124,360,517,210,89
"ENSG00000288253",132,122,20,90,40,0,134,265,2,0
"ENSG00000105568",97,69,188,142,135,129,160,191,310,521
"ENSG00000271049",0,0,0,0,10,0,0,0,0,0
"ENSG00000252230",0,0,0,0,0,0,1,0,0,1
"ENSG00000268683",0,0,0,0,0,0,0,0,2,1
"ENSG00000279971",0,0,0,0,0,0,0,0,0,0
"ENSG00000269811",0,0,0,0,0,0,0,0,0,0
"ENSG00000279329",0,0,2,2,1,0,1,0,4,0
"ENSG00000089335",227,163,163,259,86,58,209,288,57,29
"ENSG00000274104",15,2,6,6,2,0,0,0,2,0
"ENSG00000197841",358,391,425,355,215,192,14,2,14,0
"ENSG00000153896",46,128,102,82,30,0,6,120,3,28
"ENSG00000270281",0,0,0,0,0,0,0,2,0,0
"ENSG00000267767",0,0,0,0,0,0,0,0,5,0
"ENSG00000270876",0,0,0,2,0,0,1,0,0,0
"ENSG00000227392",0,0,2,0,0,0,2,2,1,2
"ENSG00000275540",0,0,0,0,0,0,0,4,1,2
"ENSG00000286080",0,0,0,0,0,0,0,18,1,0
"ENSG00000271499",0,0,0,0,0,22,0,0,0,0
"ENSG00000266904",10,8,4,0,14,0,19,28,0,10
"ENSG00000287533",0,0,0,0,0,0,0,0,0,0
"ENSG00000267581",0,0,0,0,0,0,0,0,0,0
"ENSG00000267693",0,0,0,0,0,0,3,0,0,0
"ENSG00000081665",600,948,1136,642,354,295,935,1852,117,110
"ENSG00000267481",7,0,1,0,0,0,0,0,4,2
"ENSG00000270325",0,0,0,0,0,0,0,0,0,0
"ENSG00000256771",7,7,12,12,17,2,144,487,90,229
"ENSG00000270270",0,0,0,0,0,0,0,0,0,1
"ENSG00000267565",0,2,0,0,0,0,0,0,0,0
"ENSG00000184635",1335,2690,1677,2560,1036,900,1465,1177,412,338
"ENSG00000273791",0,0,0,0,0,0,0,0,0,0
"ENSG00000274800",0,0,0,0,0,0,4,0,0,0
"ENSG00000266916",53,26,47,104,56,0,8,62,27,29
"ENSG00000120784",66,52,44,56,18,0,24,43,36,24
"ENSG00000161551",21,29,42,5,2,8,59,8,24,36
"ENSG00000269235",0,0,10,0,8,0,40,127,2,4
"ENSG00000272395",0,0,0,0,2,0,0,0,0,0
"ENSG00000290031",0,0,0,12,0,0,0,0,0,0
"ENSG00000269246",0,0,0,0,0,0,6,0,2,4
"ENSG00000221957",0,0,0,0,0,0,2,0,3,2
"ENSG00000269794",0,0,0,0,0,0,0,0,0,0
"ENSG00000182318",34,42,26,12,14,42,0,50,12,80
"ENSG00000277588",0,0,0,0,0,0,0,0,0,0
"ENSG00000121410",0,0,0,0,0,0,1,0,0,0
"ENSG00000268230",0,0,0,0,0,41,0,8,0,2
"ENSG00000268895",2,0,0,0,0,3,0,0,0,2
"ENSG00000279611",0,0,0,0,0,0,0,0,0,2
"ENSG00000174586",0,0,4,0,2,0,0,0,1,2
"ENSG00000268049",0,0,0,0,0,0,0,0,2,0
"ENSG00000269054",2,0,0,0,0,0,0,0,4,0
"ENSG00000252211",0,0,0,0,0,0,0,0,0,0
"ENSG00000152475",0,0,0,0,0,0,2,4,2,2
"ENSG00000083845",1984,3652,4192,4072,4010,3650,8512,17927,11610,16508
"ENSG00000266640",0,0,0,0,0,0,0,0,0,0
"ENSG00000269855",0,0,0,0,0,0,0,0,0,0
"ENSG00000268307",0,0,0,0,0,0,0,0,6,2
"ENSG00000171574",58,36,98,20,57,19,131,88,33,10
"ENSG00000232098",0,0,0,8,0,0,12,18,0,16
"ENSG00000268543",0,0,0,0,0,0,0,0,0,0
"ENSG00000268912",0,0,4,6,0,0,0,0,4,0
"ENSG00000131849",20,96,104,8,42,70,34,159,2,0
"ENSG00000269473",4,0,0,0,10,2,42,62,0,0
"ENSG00000249471",0,0,0,0,0,0,4,0,0,0
"ENSG00000083812",16,18,52,88,34,36,6,84,10,8
"ENSG00000083838",0,12,0,0,0,0,0,2,13,0
"ENSG00000269106",0,0,0,0,0,0,0,0,0,0
"ENSG00000083807",22,27,16,37,9,6,3,0,14,28
"ENSG00000252334",0,0,0,0,0,0,0,0,0,0
"ENSG00000265272",0,0,0,0,0,0,0,0,0,0
"ENSG00000273901",0,1,0,0,0,0,0,0,0,0
"ENSG00000119574",14,12,35,24,12,0,4,4,18,16
"ENSG00000267392",0,0,0,0,0,0,0,0,0,0
"ENSG00000205396",0,0,0,0,0,1,0,0,0,2
"ENSG00000280412",0,0,0,0,0,0,0,0,0,0
"ENSG00000167459",0,0,2,2,0,0,0,0,4,0
"ENSG00000267609",0,0,0,0,0,0,0,0,0,0
"ENSG00000277766",0,0,0,0,0,0,0,0,0,0
"ENSG00000142002",14,4,16,0,4,2,9,3,16,69
"ENSG00000283758",0,0,0,0,0,0,0,0,0,0
"ENSG00000286024",0,0,0,0,0,0,0,0,0,0
"ENSG00000087074",44,46,32,60,38,4,158,182,64,58
"ENSG00000161643",0,0,0,10,0,2,0,0,3,2
"ENSG00000286138",0,0,0,0,8,0,25,0,0,0
"ENSG00000104976",42,70,52,82,48,4,52,82,12,4
"ENSG00000127616",75,36,60,98,64,72,24,50,222,238
"ENSG00000099308",2,19,28,5,0,16,43,107,0,0
"ENSG00000287001",0,0,2,0,0,0,0,4,78,434
"ENSG00000105357",6,6,3,10,1,0,0,2,10,5
"ENSG00000289950",0,0,0,0,0,0,0,0,1,0
"ENSG00000105664",1,0,0,1,2,0,0,0,6,4
"ENSG00000005007",20,54,60,48,26,6,48,114,28,58
"ENSG00000267106",0,0,0,0,0,0,0,2,0,5
"ENSG00000105088",12,4,10,2,22,4,18,14,0,0
"ENSG00000227349",0,0,0,0,0,0,0,0,0,0
"ENSG00000243130",6,0,0,0,0,0,0,0,0,2
"ENSG00000236932",0,0,0,0,2,0,0,0,2,0
"ENSG00000242221",0,0,0,0,0,0,0,0,2,4
"ENSG00000230529",0,0,0,0,0,0,0,0,0,0
"ENSG00000221826",0,0,0,0,0,0,3,0,1,0
"ENSG00000124467",0,0,0,0,0,0,0,0,8,0
"ENSG00000238092",0,0,0,0,2,0,0,0,0,0
"ENSG00000225877",19,11,32,43,24,45,4,6,0,0
"ENSG00000231924",0,0,3,0,0,0,0,0,0,0
"ENSG00000105443",34,61,34,69,20,12,22,73,71,122
"ENSG00000071564",86,82,108,105,64,4,17,64,80,64
"ENSG00000130402",12,40,18,22,22,24,24,63,87,76
"ENSG00000196961",20,7,20,51,31,25,15,8,80,4
"ENSG00000267450",0,0,0,0,0,0,0,0,0,0
"ENSG00000267517",0,0,0,0,0,0,0,0,2,0
"ENSG00000167460",0,0,8,2,6,0,0,0,1199,2019
"ENSG00000279198",0,0,0,0,0,0,0,0,0,2
"ENSG00000267373",0,0,0,0,0,0,0,0,0,0
"ENSG00000167461",67,155,77,155,72,41,57,74,229,349
"ENSG00000269243",0,0,0,2,0,0,0,0,0,0
"ENSG00000267310",0,0,0,0,0,0,0,0,0,0
"ENSG00000290363",0,0,0,0,0,0,0,0,0,0
"ENSG00000281379",0,0,0,0,0,0,0,0,0,0
"ENSG00000290384",0,0,0,0,0,0,0,0,0,0
"ENSG00000268758",0,0,0,0,0,0,0,0,0,0
"ENSG00000290427",0,0,0,0,0,0,0,0,0,0
"ENSG00000267343",0,0,0,0,0,0,0,14,0,0
"ENSG00000290463",0,0,0,0,0,0,0,0,0,0
"ENSG00000268834",0,0,0,0,0,0,0,0,0,0
"ENSG00000290507",0,0,0,0,0,0,0,0,0,0
"ENSG00000269332",0,0,0,0,0,0,0,0,0,0
"ENSG00000290587",0,0,0,0,0,0,0,0,0,0
"ENSG00000267623",0,0,0,0,0,0,0,0,0,0
"ENSG00000290593",0,0,0,0,0,0,0,0,0,0
"ENSG00000269516",0,0,0,0,0,0,0,0,3,0
"ENSG00000290595",0,0,0,0,0,0,0,0,0,0
"ENSG00000268153",0,0,0,0,0,0,0,0,0,0
"ENSG00000290598",0,0,0,0,0,0,0,0,0,92
"ENSG00000283269",0,0,3,0,0,0,0,3,1,5
"ENSG00000290606",0,3,1,0,2,0,0,0,0,2
"ENSG00000283525",0,0,0,0,0,0,0,0,1,0
"ENSG00000290609",0,0,0,0,0,0,0,0,0,0
"ENSG00000130612",0,0,0,0,0,0,0,0,0,0
"ENSG00000290611",0,0,0,0,1,0,0,0,2,0
"ENSG00000172148",0,0,0,0,0,0,0,0,0,0
"ENSG00000290701",0,0,0,0,0,0,0,0,0,0
"ENSG00000225980",0,0,0,0,0,0,0,0,0,0
"ENSG00000240225",0,0,0,0,0,0,0,0,0,0
"ENSG00000290720",88,71,78,102,61,124,38,99,29,18
"ENSG00000123870",0,0,1,0,0,0,6,0,0,0
"ENSG00000225868",0,0,0,0,0,0,0,0,0,0
"ENSG00000290722",0,9,0,1,0,1,0,0,4,0
"ENSG00000283251",0,0,0,0,0,0,0,0,0,0
"ENSG00000268864",0,0,0,0,0,0,0,0,2,1
"ENSG00000290755",0,0,0,0,0,0,0,0,2,0
"ENSG00000214189",0,0,0,0,0,0,0,0,0,0
"ENSG00000290812",41,92,97,96,48,40,8,10,0,25
"ENSG00000187847",0,0,0,0,0,0,0,0,0,0
"ENSG00000290821",16,10,20,2,2,2,2,0,0,0
"ENSG00000268849",0,0,0,0,0,0,0,0,0,0
"ENSG00000290859",0,0,0,0,0,0,0,0,0,3
"ENSG00000197588",0,0,0,0,0,0,0,0,0,0
"ENSG00000290915",0,0,0,0,4,0,0,19,4,0
